Number of Additional Surge Beds Being Planned,Empty Adult ICU Beds,Adult ICU Staffed Bed Capacity,Number of Ventilators Available,Number of Ventilators in Hospital,Number of COVID-19 Positive Patients In Hospital,Number of Fatalities related to COVID-19 in past 24 hours,Number of COVID-19 Positive Adults in ICU,Number of ALL Patients Under Investigation for COVID-19 In Hospital,Number of new patients admitted to an inpatient bed who had confirmed COVID-19 at the time of admission in the past 24 hours,Number of new patients admitted to an inpatient bed who had suspected COVID-19 at the time of admission in the past 24 hours,Staffed Inpatient Capacity (all bed types),Inpatient Census (all bed types),Adult ICU Census,Number of Ventilators In Use,Date,Empty Inpatient Beds (all types),cms_number,hospital_name,Coalition
31,4,6,4,4,2,0,2,0,0,0,31,11,2,0,10/8/2020,20,341328,Murphy Medical Center Erlanger Western Carolina Hospital,MAHPC
10,1,6,8,8,4,0,2,0,1,0,53,29,5,0,11/27/2020,24,340127,Granville Health System,DHPC
60,23,120,104,181,33,0,9,0,7,0,888,808,97,77,11/9/2020,80,340040,Vidant Medical Center,EHPC
63,4,17,31,43,21,0,0,3,0,7,250,116,13,12,11/4/2020,134,340010,Wayne UNC Health Care,EHPC
24,1,8,32,33,6,0,0,24,0,9,126,95,7,1,10/15/2020,31,340166,Atrium Health - University,MHPC
26,6,10,0,0,0,0,0,3,0,0,110,67,4,0,10/19/2020,43,340109,Sentara Albemarle Medical Center,EHPC
,,,,,,,,,,,,,,,10/15/2020,,101,Naval Medical Center Camp Lejeune,SHPR
32,8,21,40,45,43,0,9,2,1,9,277,141,13,5,10/24/2020,136,340147,Nash Health Care System,EHPC
277,46,110,60,130,36,0,9,0,7,2,860,808,64,70,10/9/2020,52,340030,Duke University Hospital,DHPC
0,11,17,8,9,0,0,0,1,0,1,112,34,6,1,10/2/2020,78,340096,WFBMC - Lexington MC,THPC
0,4,4,4,4,2,0,0,1,0,2,49,21,0,0,11/9/2020,28,340188,Cape Fear Valley Hoke Hospital,MCRHC
18,16,74,31,57,9,0,2,30,1,7,610,442,58,26,10/3/2020,168,340091,Cone Health Moses H. Cone Memorial Hospital,THPC
31,1,4,23,24,3,1,1,0,0,0,66,46,3,1,10/11/2020,20,340014,Novant Health - Forsyth MC,THPC
14,0,10,17,18,3,0,0,0,1,0,54,53,10,1,11/16/2020,1,340186,Vidant Beaufort Hospital,EHPC
0,5,14,19,26,1,0,4,1,1,4,261,106,9,7,10/11/2020,155,340027,UNC Lenoir Hospital,EHPC
22,19,59,28,34,10,0,5,9,1,10,177,97,40,6,10/5/2020,80,340090,Johnston UNC Health Care,CapRAC
0,0,0,1,1,0,0,0,0,0,0,14,5,0,0,11/22/2020,9,341317,LifeBright Community Hospital of Stokes,THPC
6,0,0,10,10,0,0,0,6,0,0,59,33,0,0,10/30/2020,26,340037,Atrium Health - Kings Mountain,MHPC
18,1,14,31,38,11,0,5,28,1,9,176,126,13,7,10/21/2020,50,340130,Atrium Health - Union,MHPC
20,6,23,51,56,10,0,2,0,2,0,309,239,17,5,11/10/2020,70,340131,CarolinaEast Medical Center,EHPC
24,1,8,31,32,2,0,0,9,0,2,126,95,7,1,10/24/2020,31,340166,Atrium Health - University,MHPC
12,10,12,10,11,0,1,0,17,0,0,97,31,2,1,10/16/2020,66,340129,Lake Norman Regional Medical Center,MHPC
30,0,8,8,12,3,0,1,0,2,0,77,57,8,4,10/6/2020,20,340132,Maria Parham Medical Center,DHPC
20,2,16,10,14,28,0,8,0,0,0,138,136,14,4,11/5/2020,2,340126,Wilson Medical Center,EHPC
23,1,8,6,9,16,0,0,1,0,16,60,59,7,3,11/3/2020,1,340107,Vidant Edgecombe Hospital,EHPC
49,1,8,20,21,5,0,0,0,0,0,264,153,7,1,10/9/2020,111,340183,Novant Health - Huntersville,MHPC
0,2,10,7,7,4,0,2,3,1,0,78,56,8,0,10/30/2020,22,340003,Northern Regional Hospital,THPC
18,6,30,45,52,26,1,8,34,5,12,281,233,24,7,11/21/2020,48,340098,Atrium Health - Pineville,MHPC
281,7,48,95,189,45,0,10,4,7,0,795,636,41,94,11/19/2020,159,340053,Novant Health - Presbyterian,MHPC
16,3,10,12,12,3,0,0,0,1,0,110,78,7,0,10/31/2020,32,340184,Haywood Hospital,MAHPC
7,0,0,4,4,0,0,0,0,0,0,25,13,0,0,10/29/2020,12,341327,Dosher Memorial Hospital,SHPR
16,0,4,6,6,1,0,1,0,1,2,20,16,4,0,11/4/2020,4,341311,UNC Chatham Hospital,MCRHC
5,1,9,8,12,0,0,4,0,0,0,95,80,8,4,10/9/2020,15,340016,Harris Hosptial,MAHPC
5,1,9,8,12,0,0,0,0,0,0,95,55,8,4,11/24/2020,40,340016,Harris Hosptial,MAHPC
0,8,38,16,27,38,0,8,1,3,0,331,314,30,11,10/14/2020,17,340115,FirstHealth Moore Regional Hospital,MCRHC
0,2,8,23,35,0,0,0,0,0,0,93,54,6,12,10/27/2020,39,342014,Highsmith-Rainey Specialty Hospital,MCRHC
58,9,19,6,9,5,1,5,0,1,0,80,52,10,3,10/26/2020,28,340075,Carolinas HealthCare System Blue Ridge Morganton,MHPC
7,1,9,10,10,6,0,2,3,0,2,34,33,8,0,10/20/2020,1,340120,Vidant Duplin Hospital,EHPC
32,7,21,40,45,32,0,6,2,1,11,277,136,14,5,10/16/2020,141,340147,Nash Health Care System,EHPC
5,1,4,11,11,0,0,0,1,0,0,56,46,3,0,11/19/2020,10,340123,Randolph Hospital,THPC
16,0,0,3,3,3,0,0,1,0,2,55,34,0,0,10/12/2020,21,340069,Wake Medical Center,CapRAC
11,2,13,24,25,8,0,2,1,1,0,155,83,11,1,11/9/2020,72,340085,Novant Health - Thomasville MC,THPC
,,,,,,,,,,,,,,,11/23/2020,,100,Durham VA,DHPC
43,17,135,238,295,30,1,11,1,3,12,784,673,118,57,10/22/2020,111,340061,UNC Medical Center,MCRHC
28,12,66,37,57,33,0,7,36,9,3,600,436,54,20,11/19/2020,164,340091,Cone Health Moses H. Cone Memorial Hospital,THPC
-13,3,20,17,22,12,0,3,11,0,3,195,105,17,5,11/28/2020,90,340070,Alamance Regional Medical Center,MCRHC
0,0,0,0,0,0,0,0,0,0,0,42,16,0,0,10/16/2020,26,340187,WFBMC- Davie MC,THPC
136,9,76,90,123,66,0,23,3,1,7,568,482,67,33,11/25/2020,86,340069,Wake Medical Center,CapRAC
20,2,6,4,4,4,0,2,2,1,1,18,14,4,0,11/18/2020,4,340159,Person Memorial Hospital,DHPC
5,0,9,8,12,0,0,1,0,0,0,95,68,9,4,10/27/2020,27,340016,Harris Hosptial,MAHPC
11,2,10,16,18,6,1,4,0,0,0,54,47,8,2,10/13/2020,7,340186,Vidant Beaufort Hospital,EHPC
,,,,,,,,,,,,,,,11/20/2020,,102,Womack Army Medical Center,MCRHC
25,2,8,14,14,0,0,0,0,0,0,88,67,6,0,11/5/2020,21,340144,Davis Regional MC,THPC
22,17,59,32,34,15,0,7,0,1,11,177,113,42,2,10/20/2020,64,340090,Johnston UNC Health Care,CapRAC
22,14,58,29,34,20,1,5,1,4,5,176,121,44,5,11/23/2020,55,340090,Johnston UNC Health Care,CapRAC
22,16,59,25,34,15,0,5,3,0,14,177,110,43,9,10/11/2020,67,340090,Johnston UNC Health Care,CapRAC
25,2,8,14,14,0,0,1,0,0,0,88,54,6,0,10/7/2020,34,340144,Davis Regional MC,THPC
72,0,8,5,6,8,0,4,0,2,0,53,47,8,1,10/15/2020,6,340020,Central Carolina Hospital,CapRAC
10,5,10,12,12,1,0,2,0,0,0,89,78,5,0,11/28/2020,11,340142,Carteret General Hospital,EHPC
2,0,12,20,26,19,0,8,0,2,3,86,58,12,6,11/21/2020,28,340041,UNC- Caldwell Memorial Hospital,THPC
48,4,16,32,36,20,1,3,1,3,1,287,229,12,4,10/22/2020,58,340155,Duke Regional Hospital,DHPC
49,1,8,19,21,5,0,0,2,0,1,264,150,7,2,10/12/2020,114,340183,Novant Health - Huntersville,MHPC
30,2,8,8,12,3,0,1,0,0,0,77,61,6,4,10/25/2020,16,340132,Maria Parham Medical Center,DHPC
36,6,10,20,22,10,1,3,15,0,5,113,62,4,2,11/12/2020,51,340145,Atrium Health - Lincoln,MHPC
177,31,124,48,105,52,0,13,2,11,1,854,564,93,57,11/29/2020,290,340047,Wake Forest Baptist MC – Winston Campus,THPC
46,21,136,243,295,26,0,11,4,3,17,782,654,115,52,11/7/2020,128,340061,UNC Medical Center,MCRHC
5,0,0,0,1,0,0,0,0,0,0,12,7,0,1,11/10/2020,5,341314,Washington Regional Medical Center,EHPC
13,0,0,0,0,0,0,0,0,0,0,18,0,0,0,11/5/2020,18,340156,Cherokee Indian Hospital,MAHPC
5,1,9,8,12,0,0,2,0,0,0,95,70,8,4,10/30/2020,25,340016,Harris Hosptial,MAHPC
44,7,14,9,9,9,0,1,0,0,0,163,75,7,0,10/19/2020,88,340151,Vidant - North,EHPC
27,0,0,13,13,1,0,0,0,0,0,42,31,0,0,11/4/2020,11,340014,Novant Health - Forsyth MC,THPC
29,0,6,15,17,4,0,0,4,0,1,62,47,6,2,11/16/2020,15,340068,Columbus Regional Healthcare System,SHPR
12,2,6,9,12,0,0,1,4,1,3,70,59,4,3,10/2/2020,11,340071,Harnett Health - Betsy Johnson Hospital,CapRAC
20,3,6,3,4,2,0,2,4,1,1,18,11,3,1,11/1/2020,7,340159,Person Memorial Hospital,DHPC
10,3,18,36,45,26,0,5,11,2,4,203,128,15,9,11/26/2020,75,340021,Atrium Health - Cleveland,MHPC
13,0,0,0,0,0,0,0,0,0,0,18,0,0,0,10/26/2020,18,340156,Cherokee Indian Hospital,MAHPC
0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,11/17/2020,7,341323,Cannon Hospital,MAHPC
56,3,8,10,10,4,0,2,0,0,0,67,27,5,0,10/20/2020,40,340024,Sampson Regional Medical Center,MCRHC
7,0,0,4,4,0,0,0,0,0,0,18,11,0,0,11/19/2020,7,341307,Pender Memorial Hospital,SHPR
8,2,8,5,5,7,0,0,11,1,7,38,28,6,0,11/22/2020,10,340071,Harnett Health - Central Harnett Hospital,CapRAC
0,2,9,3,3,1,0,0,1,0,1,37,18,7,0,11/22/2020,19,341326,Angel Medical Center,MAHPC
0,7,10,8,9,7,1,2,12,2,10,125,39,3,1,11/10/2020,86,340013,Rutherford Regional Hospital,MAHPC
12,0,4,3,4,7,0,3,0,3,0,29,22,4,1,11/23/2020,7,341318,Vidant Chowan Hospital,EHPC
49,2,8,20,21,7,0,0,0,3,0,264,148,6,1,10/10/2020,116,340183,Novant Health - Huntersville,MHPC
5,1,9,8,12,0,0,1,0,0,0,95,64,8,4,11/26/2020,31,340016,Harris Hosptial,MAHPC
10,0,7,18,18,1,0,0,1,0,0,77,44,7,0,10/15/2020,33,340190,Novant Health - Mint Hill,THPC
2,2,12,22,26,3,0,0,4,1,3,86,65,10,4,10/11/2020,21,340041,UNC- Caldwell Memorial Hospital,THPC
0,7,38,13,27,42,1,12,0,4,0,331,307,31,14,10/27/2020,24,340115,FirstHealth Moore Regional Hospital,MCRHC
0,3,25,20,27,35,0,4,0,8,2,295,178,22,7,10/8/2020,117,340050,Southeastern Regional Medical Center,DHPC
12,4,10,7,12,2,0,6,0,2,0,96,87,6,5,11/15/2020,9,340051,Watauga Medical Center,THPC
10,1,6,8,8,1,0,3,2,0,0,48,42,5,0,10/11/2020,6,340127,Granville Health System,DHPC
20,7,23,50,56,19,0,2,0,2,0,309,217,16,6,11/19/2020,92,340131,CarolinaEast Medical Center,EHPC
0,0,10,6,7,1,0,5,4,1,0,78,48,10,1,11/9/2020,30,340003,Northern Regional Hospital,THPC
25,8,24,18,24,11,0,4,0,0,0,204,171,16,6,10/13/2020,33,340116,Frye Regional MC,THPC
177,36,132,50,105,36,1,13,3,7,1,950,641,96,55,10/8/2020,309,340047,Wake Forest Baptist MC – Winston Campus,THPC
44,8,14,8,9,10,0,2,0,4,0,163,101,6,1,10/26/2020,62,340151,Vidant - North,EHPC
14,2,10,17,18,6,0,1,0,1,0,54,51,8,1,11/24/2020,3,340186,Vidant Beaufort Hospital,EHPC
58,2,19,6,9,12,1,12,0,1,0,80,53,17,3,11/21/2020,27,340075,Carolinas HealthCare System Blue Ridge Morganton,MHPC
34,4,6,4,4,1,0,1,0,0,0,31,11,2,0,10/9/2020,20,341328,Murphy Medical Center Erlanger Western Carolina Hospital,MAHPC
13,11,20,25,29,0,0,0,28,0,11,219,127,9,4,10/10/2020,92,340113,Atrium Health - Main,MHPC
12,3,27,24,47,43,2,4,0,5,1,406,345,24,23,10/24/2020,61,340032,CaroMont Health,MHPC
7,0,0,4,4,1,0,0,0,0,0,18,15,0,0,10/16/2020,3,341307,Pender Memorial Hospital,SHPR
22,20,59,29,34,17,0,4,0,1,6,177,106,39,5,10/23/2020,71,340090,Johnston UNC Health Care,CapRAC
10,2,18,38,43,20,1,5,26,0,3,203,139,16,5,10/5/2020,64,340021,Atrium Health - Cleveland,MHPC
16,0,4,6,6,11,0,2,0,0,0,20,19,4,0,11/17/2020,1,341311,UNC Chatham Hospital,MCRHC
0,0,0,0,0,0,0,0,0,0,0,38,11,0,0,10/11/2020,27,340187,WFBMC- Davie MC,THPC
2,0,12,23,26,6,0,0,3,1,5,86,55,12,3,10/4/2020,31,340041,UNC- Caldwell Memorial Hospital,THPC
,,,,,,,,,,,,,,,11/25/2020,,102,Womack Army Medical Center,MCRHC
16,0,4,6,6,8,0,3,0,0,1,20,16,4,0,11/20/2020,4,341311,UNC Chatham Hospital,MCRHC
32,44,181,115,134,26,1,7,2,5,12,458,346,137,19,11/12/2020,112,340114,UNC Rex Hospital,MCRHC
11,0,0,0,0,0,0,0,0,0,0,12,6,0,0,11/2/2020,6,341303,FirstHealth Montgomery Memorial Hospital,MCRHC
177,27,124,45,105,49,0,13,1,10,1,847,549,97,60,11/28/2020,298,340047,Wake Forest Baptist MC – Winston Campus,THPC
0,29,91,54,91,26,0,6,21,5,12,712,565,62,37,10/20/2020,147,340002,Mission Health Hospital,MAHPC
10,1,6,8,8,0,0,2,0,0,0,48,41,5,0,10/20/2020,7,340127,Granville Health System,DHPC
56,2,8,10,10,3,0,2,0,0,0,67,24,6,0,10/21/2020,43,340024,Sampson Regional Medical Center,MCRHC
57,3,12,10,10,1,0,0,3,0,1,53,37,9,0,11/2/2020,16,340091,Cone Health Annie Penn Hospital,THPC
136,9,76,106,123,33,0,11,1,0,4,522,464,67,17,10/13/2020,58,340069,Wake Medical Center,CapRAC
12,0,6,7,12,10,0,5,2,2,1,70,56,6,5,11/12/2020,14,340071,Harnett Health - Betsy Johnson Hospital,CapRAC
48,2,15,27,36,40,1,3,0,7,0,269,195,13,9,11/29/2020,74,340155,Duke Regional Hospital,DHPC
21,2,20,9,10,4,0,0,7,2,2,154,128,18,1,10/7/2020,26,340091,Cone Health Wesley Long Hospital,THPC
64,1,15,21,25,7,0,0,2,1,1,181,170,14,4,10/26/2020,11,340073,Duke Raleigh Hospital,DHPC
88,0,9,12,17,58,0,9,1,8,0,55,55,9,5,10/18/2020,0,340091,Women's Hospital,THPC
16,2,4,6,6,4,0,2,1,0,0,20,15,2,0,11/28/2020,5,341311,UNC Chatham Hospital,MCRHC
10,0,7,18,18,1,0,0,0,0,0,77,42,7,0,10/18/2020,35,340190,Novant Health - Mint Hill,THPC
44,9,14,8,9,7,0,0,0,1,0,163,91,5,1,10/24/2020,72,340151,Vidant - North,EHPC
10,2,10,14,16,5,0,2,12,1,5,84,46,8,2,11/11/2020,38,340119,Atrium Health - Stanly,MHPC
44,7,14,9,9,15,0,3,0,0,0,163,105,7,0,11/18/2020,58,340151,Vidant - North,EHPC
23,0,8,8,9,12,0,4,2,4,0,60,58,8,1,10/6/2020,2,340107,Vidant Edgecombe Hospital,EHPC
13,11,20,27,29,0,0,0,38,0,12,219,131,9,2,10/13/2020,88,340113,Atrium Health - Main,MHPC
57,5,12,10,10,0,0,0,4,0,0,53,40,7,0,10/4/2020,13,340091,Cone Health Annie Penn Hospital,THPC
41,17,22,35,37,3,0,0,1,0,0,147,53,5,2,11/28/2020,94,340017,Pardee Hospital,MAHPC
58,4,19,5,9,11,0,10,0,5,0,85,60,15,4,10/15/2020,25,340075,Carolinas HealthCare System Blue Ridge Morganton,MHPC
10,7,10,12,12,0,1,0,0,0,0,89,75,3,0,11/26/2020,14,340142,Carteret General Hospital,EHPC
20,2,6,4,4,1,0,0,2,0,0,18,13,4,0,10/8/2020,5,340159,Person Memorial Hospital,DHPC
72,0,8,6,6,0,0,1,0,0,0,53,51,8,0,10/13/2020,2,340020,Central Carolina Hospital,CapRAC
37,3,12,11,14,1,0,1,8,0,8,142,132,9,3,10/8/2020,10,340042,Onslow Memorial Hospital,EHPC
0,4,38,21,27,36,0,5,0,6,0,331,320,34,6,11/12/2020,11,340115,FirstHealth Moore Regional Hospital,MCRHC
29,1,6,13,17,6,0,2,3,1,2,62,54,5,4,10/18/2020,8,340068,Columbus Regional Healthcare System,SHPR
57,3,12,8,10,1,0,0,14,0,6,53,33,9,2,11/8/2020,20,340091,Cone Health Annie Penn Hospital,THPC
7,0,0,4,4,0,0,0,0,0,0,18,12,0,0,11/8/2020,6,341307,Pender Memorial Hospital,SHPR
12,1,10,9,12,2,0,6,0,2,0,96,90,9,3,10/21/2020,6,340051,Watauga Medical Center,THPC
44,0,6,5,7,0,0,4,0,0,0,88,50,6,2,10/12/2020,38,340023,Park Ridge Health (Advent Health),MAHPC
25,7,24,17,24,14,0,9,0,0,0,204,147,17,7,10/27/2020,57,340116,Frye Regional MC,THPC
32,6,21,37,45,33,2,7,3,2,8,277,141,15,8,10/15/2020,136,340147,Nash Health Care System,EHPC
22,18,59,29,34,24,0,5,1,5,8,177,111,41,5,11/26/2020,66,340090,Johnston UNC Health Care,CapRAC
0,0,0,2,2,0,0,0,0,0,0,6,2,0,0,11/20/2020,4,341320,Alleghany Memorial Hospital,THPC
177,35,127,46,105,23,0,5,3,6,0,934,630,92,59,10/2/2020,304,340047,Wake Forest Baptist MC – Winston Campus,THPC
49,0,8,19,21,10,0,1,2,4,1,264,143,8,2,10/20/2020,121,340183,Novant Health - Huntersville,MHPC
0,1,8,23,35,0,0,0,0,0,0,93,54,7,12,10/15/2020,39,342014,Highsmith-Rainey Specialty Hospital,MCRHC
281,10,48,105,191,31,0,4,14,4,2,795,604,38,86,11/1/2020,191,340053,Novant Health - Presbyterian,MHPC
0,1,9,3,3,2,0,0,2,0,1,37,19,8,0,10/9/2020,18,341326,Angel Medical Center,MAHPC
26,4,10,0,0,0,0,0,3,0,3,110,76,6,0,10/30/2020,34,340109,Sentara Albemarle Medical Center,EHPC
16,4,10,12,12,4,0,0,0,1,0,110,79,6,0,11/3/2020,31,340184,Haywood Hospital,MAHPC
24,2,8,31,33,4,0,0,15,0,6,126,93,6,2,10/20/2020,33,340166,Atrium Health - University,MHPC
29,3,6,4,4,3,0,0,0,0,0,31,17,3,0,11/13/2020,14,341328,Murphy Medical Center Erlanger Western Carolina Hospital,MAHPC
30,4,112,123,201,73,2,28,16,9,2,1037,740,108,78,11/3/2020,297,340014,Novant Health - Forsyth MC,THPC
49,0,0,5,5,1,0,0,0,1,0,27,10,0,0,11/5/2020,17,341325,Ashe Memorial Hospital,THPC
,,,,,,,,,,,,,,,11/28/2020,,100,Durham VA,DHPC
36,0,10,17,22,10,0,3,8,0,4,113,76,10,5,11/9/2020,37,340145,Atrium Health - Lincoln,MHPC
0,4,4,3,3,2,0,0,0,0,0,27,21,0,0,10/12/2020,6,341315,Cape Fear Valley Bladen Hospital,SHPR
69,16,64,39,59,42,0,14,68,4,24,503,417,48,20,11/18/2020,86,340001,Atrium Health - Cabarrus,MHPC
31,3,4,23,24,2,0,0,0,0,0,66,51,1,1,10/23/2020,15,340014,Novant Health - Forsyth MC,THPC
45,22,136,239,295,27,0,9,5,4,19,781,649,114,56,11/9/2020,132,340061,UNC Medical Center,MCRHC
44,9,121,104,188,36,0,10,70,4,27,871,792,112,84,10/12/2020,79,340113,Atrium Health - Main,MHPC
0,0,0,15,15,0,0,0,0,0,0,38,20,0,0,10/21/2020,18,340148,Novant Health - Medical Park Hospital,THPC
5,2,3,11,11,0,0,0,0,0,0,55,38,1,0,11/28/2020,17,340123,Randolph Hospital,THPC
54,1,8,5,5,3,1,2,2,2,3,107,106,7,0,11/29/2020,1,340060,UNC Rockingham Hospital,THPC
29,1,5,26,26,3,0,0,1,0,0,114,73,4,0,10/1/2020,41,340158,Novant Health - Brunswick MC,SHPR
11,1,13,24,25,6,0,2,5,0,1,155,85,12,1,11/8/2020,70,340085,Novant Health - Thomasville MC,THPC
0,0,0,1,1,0,0,0,0,0,0,8,7,0,0,11/29/2020,1,340115,FirstHealth Moore Regional Hospital - Hoke Campus,MCRHC
21,3,20,10,10,7,0,0,17,0,3,154,113,17,0,10/19/2020,41,340091,Cone Health Wesley Long Hospital,THPC
277,22,111,52,130,22,0,8,0,3,1,852,796,89,78,10/25/2020,56,340030,Duke University Hospital,DHPC
136,7,76,107,123,52,0,17,1,0,5,568,505,69,16,11/13/2020,63,340069,Wake Medical Center,CapRAC
0,3,9,3,3,2,0,0,1,0,1,37,14,6,0,10/24/2020,23,341326,Angel Medical Center,MAHPC
0,0,0,2,2,0,0,0,2,0,1,15,6,0,0,10/28/2020,9,340084,Atrium Health - Anson,MHPC
10,3,10,11,12,0,0,2,0,1,0,89,81,7,1,11/13/2020,8,340142,Carteret General Hospital,EHPC
64,2,15,21,25,3,0,0,0,0,0,181,145,13,4,10/25/2020,36,340073,Duke Raleigh Hospital,DHPC
35,3,16,15,26,24,0,7,2,3,2,200,114,13,11,10/19/2020,86,340143,Catawba Valley Medical Center,THPC
277,24,111,61,130,29,1,5,2,7,2,871,843,87,69,10/29/2020,28,340030,Duke University Hospital,DHPC
20,2,16,3,14,31,0,4,0,0,0,138,131,14,11,11/23/2020,7,340126,Wilson Medical Center,EHPC
0,0,8,0,8,10,1,3,1,1,0,110,45,8,8,11/28/2020,65,340064,WFBMC - Wilkes Regional MC,THPC
35,3,16,13,26,29,0,6,2,3,0,200,118,13,13,10/31/2020,82,340143,Catawba Valley Medical Center,THPC
11,4,13,17,25,4,0,1,0,2,0,155,95,9,8,10/21/2020,60,340085,Novant Health - Thomasville MC,THPC
12,3,12,11,11,0,1,0,0,0,0,97,55,9,0,10/15/2020,42,340129,Lake Norman Regional Medical Center,MHPC
13,0,0,0,0,0,0,0,0,0,0,18,0,0,0,11/3/2020,18,340156,Cherokee Indian Hospital,MAHPC
37,3,12,8,14,1,2,5,4,1,4,142,139,9,6,11/29/2020,3,340042,Onslow Memorial Hospital,EHPC
48,0,19,24,36,20,0,4,1,0,3,277,226,19,12,10/14/2020,51,340155,Duke Regional Hospital,DHPC
26,2,10,0,0,0,0,2,4,0,0,110,69,8,0,10/9/2020,41,340109,Sentara Albemarle Medical Center,EHPC
9,26,181,110,134,15,0,4,1,2,4,459,378,155,24,10/28/2020,81,340114,UNC Rex Hospital,MCRHC
0,0,1,4,4,5,0,0,2,0,3,25,19,1,0,10/19/2020,6,340087,McDowell Hospital,MAHPC
49,0,0,5,5,1,0,0,0,1,0,27,11,0,0,11/16/2020,16,341325,Ashe Memorial Hospital,THPC
44,9,14,9,9,18,0,2,0,5,0,163,95,5,0,11/11/2020,68,340151,Vidant - North,EHPC
51,6,16,15,15,27,0,4,1,5,0,154,111,10,0,11/11/2020,43,340039,Iredell Health System,THPC
25,2,8,14,14,3,0,3,0,3,0,88,60,6,0,10/20/2020,28,340144,Davis Regional MC,THPC
0,0,0,15,15,0,0,0,0,0,0,38,8,0,0,10/18/2020,30,340148,Novant Health - Medical Park Hospital,THPC
8,0,0,5,5,0,0,0,1,0,0,17,11,0,0,11/6/2020,6,341324,The Outer Banks Hospital,EHPC
281,5,48,99,187,27,0,3,16,3,1,827,656,43,88,10/17/2020,171,340053,Novant Health - Presbyterian,MHPC
0,0,0,15,15,0,0,0,0,0,0,38,11,0,0,10/5/2020,27,340148,Novant Health - Medical Park Hospital,THPC
0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,11/6/2020,6,341323,Cannon Hospital,MAHPC
48,4,18,32,36,30,1,4,0,3,1,289,214,14,4,11/24/2020,75,340155,Duke Regional Hospital,DHPC
21,5,20,8,10,7,0,1,14,3,4,154,121,15,2,11/18/2020,33,340091,Cone Health Wesley Long Hospital,THPC
0,0,0,1,1,0,0,0,0,0,0,8,5,0,0,10/15/2020,3,340115,FirstHealth Moore Regional Hospital - Hoke Campus,MCRHC
0,0,0,1,1,0,0,0,0,0,0,14,10,0,0,10/16/2020,4,341317,LifeBright Community Hospital of Stokes,THPC
0,0,0,0,0,0,0,0,0,0,0,44,18,0,0,11/25/2020,26,340187,WFBMC- Davie MC,THPC
8,3,8,5,5,6,0,1,2,1,1,32,29,5,0,11/25/2020,3,340071,Harnett Health - Central Harnett Hospital,CapRAC
24,0,8,31,31,3,0,0,16,0,5,126,92,8,0,11/6/2020,34,340166,Atrium Health - University,MHPC
5,2,9,8,12,0,0,3,0,0,0,95,65,7,4,11/17/2020,30,340016,Harris Hosptial,MAHPC
0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,11/21/2020,4,341323,Cannon Hospital,MAHPC
31,0,6,4,4,4,0,4,0,0,0,31,25,6,0,11/4/2020,6,341328,Murphy Medical Center Erlanger Western Carolina Hospital,MAHPC
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,10/25/2020,0,341316,Highlands Cashiers Hospital,MAHPC
22,17,59,30,34,18,0,5,0,0,6,177,115,42,4,11/15/2020,62,340090,Johnston UNC Health Care,CapRAC
29,0,8,15,15,7,0,2,0,1,0,81,36,8,0,11/21/2020,45,340097,Hugh Chatham Memorial Hospital,THPC
0,7,10,8,9,2,0,2,6,0,3,125,36,3,1,11/19/2020,89,340013,Rutherford Regional Hospital,MAHPC
20,11,23,54,56,18,0,4,0,2,0,309,206,12,2,11/24/2020,103,340131,CarolinaEast Medical Center,EHPC
4,3,8,6,6,7,0,1,0,1,1,53,35,5,0,10/13/2020,18,340115,FirstHealth Richmond Memorial Hospital,MCRHC
,,,,,,,,,,,,,,,11/20/2020,,100,Durham VA,DHPC
31,5,21,43,45,32,0,9,3,0,10,277,136,16,2,10/2/2020,141,340147,Nash Health Care System,EHPC
12,5,10,9,12,1,0,5,0,1,0,96,82,5,3,10/31/2020,14,340051,Watauga Medical Center,THPC
0,2,22,42,51,25,0,6,2,3,0,269,164,20,9,11/25/2020,105,340015,Novant Health - Rowan Medical Center,THPC
12,4,27,25,47,56,2,5,0,11,0,406,337,23,22,11/21/2020,69,340032,CaroMont Health,MHPC
63,0,10,10,17,79,2,10,17,13,0,80,80,10,7,11/21/2020,0,340091,Women's Hospital,THPC
44,9,14,8,9,15,0,3,0,0,0,163,78,5,1,11/27/2020,85,340151,Vidant - North,EHPC
136,7,76,96,123,53,1,18,1,3,5,568,464,69,27,11/22/2020,104,340069,Wake Medical Center,CapRAC
0,0,0,2,2,0,0,0,0,0,0,6,4,0,0,11/9/2020,2,341320,Alleghany Memorial Hospital,THPC
27,0,0,13,13,1,0,0,0,0,0,42,27,0,0,10/14/2020,15,340014,Novant Health - Forsyth MC,THPC
4,2,8,6,6,5,0,1,0,2,0,53,37,6,0,10/27/2020,16,340115,FirstHealth Richmond Memorial Hospital,MCRHC
0,4,14,17,26,2,0,0,5,2,1,261,125,10,9,10/29/2020,136,340027,UNC Lenoir Hospital,EHPC
0,0,0,15,15,0,0,0,0,0,0,38,17,0,0,11/14/2020,21,340148,Novant Health - Medical Park Hospital,THPC
32,7,21,38,45,39,1,10,2,1,4,277,137,14,7,10/26/2020,140,340147,Nash Health Care System,EHPC
