Number of Additional Surge Beds Being Planned,Empty Adult ICU Beds,Adult ICU Staffed Bed Capacity,Number of Ventilators Available,Number of Ventilators in Hospital,Number of COVID-19 Positive Patients In Hospital,Number of Fatalities related to COVID-19 in past 24 hours,Number of COVID-19 Positive Adults in ICU,Number of ALL Patients Under Investigation for COVID-19 In Hospital,Number of new patients admitted to an inpatient bed who had confirmed COVID-19 at the time of admission in the past 24 hours,Number of new patients admitted to an inpatient bed who had suspected COVID-19 at the time of admission in the past 24 hours,Staffed Inpatient Capacity (all bed types),Inpatient Census (all bed types),Adult ICU Census,Number of Ventilators In Use,Date,Empty Inpatient Beds (all types),cms_number,hospital,Coalition
5,0,0,0,1,0,0,0,0,0,0,12,12,0,1,10/2/2020,0,341314,Washington Regional Medical Center,EHPC
4,4,9,12,12,1,0,0,3,1,1,88,83,5,0,10/14/2020,5,340142,Carteret General Hospital,EHPC
0,0,0,15,15,0,0,0,0,0,0,38,23,0,0,10/23/2020,15,340148,Novant Health - Medical Park Hospital,THPC
5,1,3,11,11,0,0,0,0,0,1,58,49,2,0,10/19/2020,9,340123,Randolph Hospital,THPC
18,0,14,32,37,13,0,5,31,1,9,176,111,14,5,10/8/2020,65,340130,Atrium Health - Union,MHPC
26,2,10,0,0,0,0,1,3,0,0,110,80,8,0,10/23/2020,30,340109,Sentara Albemarle Medical Center,EHPC
10,0,10,13,16,5,0,0,10,1,2,84,55,10,3,10/8/2020,29,340119,Atrium Health - Stanly,MHPC
0,4,6,2,2,0,0,0,0,0,0,19,6,2,0,10/20/2020,13,341322,St. Lukes Hospital,MAHPC
12,0,0,2,2,0,0,0,0,0,0,6,3,0,0,10/21/2020,3,341304,Vidant Bertie Hospital,EHPC
5,1,3,10,11,0,0,0,0,0,0,60,46,2,1,10/17/2020,14,340123,Randolph Hospital,THPC
27,0,0,13,13,1,0,0,0,0,0,42,27,0,0,10/3/2020,15,340014,Novant Health - Forsyth MC,THPC
63,2,17,26,43,19,1,1,2,1,1,250,112,15,17,10/30/2020,138,340010,Wayne UNC Health Care,EHPC
8,0,0,5,5,1,0,0,1,0,1,17,15,0,0,10/4/2020,2,341324,The Outer Banks Hospital,EHPC
72,0,8,6,6,0,0,1,1,0,1,53,52,8,0,10/1/2020,1,340020,Central Carolina Hospital,CapRAC
18,9,20,20,22,1,0,0,9,1,1,220,139,11,2,10/21/2020,81,340070,Alamance Regional Medical Center,MCRHC
12,2,6,12,12,0,0,0,6,0,2,68,48,4,0,10/18/2020,20,340071,Harnett Health - Betsy Johnson Hospital,CapRAC
20,3,16,6,13,29,2,4,0,0,0,138,130,13,7,10/7/2020,8,340126,Wilson Medical Center,EHPC
0,0,0,2,2,0,0,0,0,1,0,6,4,0,0,10/12/2020,2,341320,Alleghany Memorial Hospital,THPC
36,1,10,21,22,18,0,5,9,2,3,113,72,9,1,10/30/2020,41,340145,Atrium Health - Lincoln,MHPC
22,27,58,30,34,17,1,5,0,1,8,176,99,31,4,10/25/2020,77,340090,Johnston UNC Health Care,CapRAC
69,13,64,53,69,45,0,14,43,1,11,503,427,51,16,10/26/2020,76,340001,Atrium Health - Cabarrus,MHPC
30,6,112,123,201,61,0,23,17,8,2,1037,757,106,78,10/28/2020,280,340014,Novant Health - Forsyth MC,THPC
0,0,0,0,0,0,0,0,0,0,0,40,20,0,0,10/29/2020,20,340187,WFBMC- Davie MC,THPC
277,40,111,69,130,34,0,10,0,5,4,865,818,71,61,10/13/2020,47,340030,Duke University Hospital,DHPC
29,6,66,33,57,13,1,2,30,3,5,599,444,60,24,10/15/2020,155,340091,Cone Health Moses H. Cone Memorial Hospital,THPC
10,0,8,9,9,0,0,2,0,0,0,78,68,8,0,10/13/2020,10,340099,Vidant Roanoke Chowan Hospital,EHPC
0,7,17,0,7,0,0,0,2,0,0,112,46,10,7,10/12/2020,66,340096,WFBMC - Lexington MC,THPC
12,2,12,9,11,0,0,3,2,0,0,97,60,10,2,10/9/2020,37,340129,Lake Norman Regional Medical Center,MHPC
20,3,23,49,56,24,0,3,0,5,0,309,237,20,7,10/23/2020,72,340131,CarolinaEast Medical Center,EHPC
0,0,0,2,2,0,0,0,0,0,0,6,3,0,0,10/28/2020,3,341320,Alleghany Memorial Hospital,THPC
56,6,8,9,10,4,0,0,0,0,0,68,18,2,1,10/3/2020,50,340024,Sampson Regional Medical Center,MCRHC
12,0,0,2,2,0,0,0,0,0,0,6,3,0,0,10/13/2020,3,341304,Vidant Bertie Hospital,EHPC
44,28,135,243,295,26,0,9,5,4,14,783,652,107,52,10/25/2020,131,340061,UNC Medical Center,MCRHC
10,1,7,17,18,1,0,0,1,1,0,77,41,6,1,10/20/2020,36,340190,Novant Health - Mint Hill,THPC
0,0,0,2,2,0,0,0,0,0,0,6,3,0,0,10/27/2020,3,341320,Alleghany Memorial Hospital,THPC
0,4,4,3,3,2,0,0,0,0,1,27,21,0,0,10/7/2020,6,341315,Cape Fear Valley Bladen Hospital,SHPR
11,0,0,2,2,1,0,0,0,0,0,12,9,0,0,10/17/2020,3,341303,FirstHealth Montgomery Memorial Hospital,MCRHC
1,0,0,2,2,0,0,0,0,0,0,17,7,0,0,10/31/2020,10,341305,Swain Hospital,MAHPC
8,4,8,4,5,0,1,2,2,0,1,32,28,4,1,10/13/2020,4,340071,Harnett Health - Central Harnett Hospital,CapRAC
12,0,4,2,4,8,0,3,0,0,0,29,28,4,2,10/21/2020,1,341318,Vidant Chowan Hospital,EHPC
0,4,4,3,3,2,0,0,0,0,0,27,17,0,0,10/3/2020,10,341315,Cape Fear Valley Bladen Hospital,SHPR
31,5,21,38,45,36,1,13,7,2,10,277,128,16,7,10/11/2020,149,340147,Nash Health Care System,EHPC
18,3,30,38,51,18,0,4,42,0,7,281,231,27,13,10/5/2020,50,340098,Atrium Health - Pineville,MHPC
0,7,10,8,9,4,0,0,16,0,16,125,48,3,1,10/28/2020,77,340013,Rutherford Regional Hospital,MAHPC
4,2,8,6,6,9,0,3,0,0,0,53,43,6,0,10/5/2020,10,340115,FirstHealth Richmond Memorial Hospital,MCRHC
10,0,8,7,9,0,0,2,0,0,0,70,61,8,2,10/22/2020,9,340099,Vidant Roanoke Chowan Hospital,EHPC
31,7,21,42,45,32,0,8,2,2,6,277,136,14,3,10/3/2020,141,340147,Nash Health Care System,EHPC
143,7,65,28,52,31,0,5,8,1,10,629,501,58,24,10/27/2020,128,340028,Cape Fear Valley Medical Center,MCRHC
12,2,6,11,12,0,0,0,5,2,2,70,55,4,1,10/15/2020,15,340071,Harnett Health - Betsy Johnson Hospital,CapRAC
41,16,22,32,37,7,0,1,2,0,3,148,69,6,5,10/15/2020,79,340017,Pardee Hospital,MAHPC
0,2,9,2,3,0,0,0,4,0,1,30,23,7,1,10/21/2020,7,341319,Transylvania Regional Hospital,MAHPC
0,4,4,3,3,2,0,0,0,0,0,27,19,0,0,10/11/2020,8,341315,Cape Fear Valley Bladen Hospital,SHPR
16,0,0,3,3,2,0,0,0,0,1,55,41,0,0,10/16/2020,14,340069,Wake Medical Center,CapRAC
25,11,24,20,24,11,0,4,0,3,0,204,158,13,4,10/1/2020,46,340116,Frye Regional MC,THPC
30,2,8,9,12,3,0,1,0,1,0,77,61,6,3,10/26/2020,16,340132,Maria Parham Medical Center,DHPC
65,2,12,16,17,13,0,4,1,0,1,170,156,10,1,10/24/2020,14,340173,Wake Medical Center Cary,CapRAC
,,,,,,,,,,,,,,,10/5/2020,,100,Durham VA,DHPC
10,49,181,116,134,11,0,2,3,0,4,459,315,132,18,10/17/2020,144,340114,UNC Rex Hospital,MCRHC
18,2,14,31,37,13,0,2,37,2,9,176,130,12,6,10/19/2020,46,340130,Atrium Health - Union,MHPC
21,4,20,9,10,2,0,0,16,0,1,154,127,16,1,10/23/2020,27,340091,Cone Health Wesley Long Hospital,THPC
27,0,0,13,13,1,0,0,0,0,0,42,25,0,0,10/17/2020,17,340014,Novant Health - Forsyth MC,THPC
,,,,,,,,,,,,,,,10/30/2020,,102,Womack Army Medical Center,MCRHC
12,0,4,3,4,8,0,4,0,2,0,29,18,4,1,10/11/2020,11,341318,Vidant Chowan Hospital,EHPC
10,2,10,12,12,1,0,2,0,1,0,89,81,8,0,10/20/2020,8,340142,Carteret General Hospital,EHPC
0,0,0,1,1,0,0,0,0,0,0,8,6,0,0,10/9/2020,2,340115,FirstHealth Moore Regional Hospital - Hoke Campus,MCRHC
177,34,130,51,105,23,0,5,3,4,2,937,665,96,54,10/1/2020,272,340047,Wake Forest Baptist MC – Winston Campus,THPC
429,28,62,88,120,27,0,9,3,1,18,764,560,34,32,10/11/2020,204,340141,New Hanover Regional MC,SHPR
49,0,8,20,21,5,0,1,2,1,0,264,160,8,1,10/1/2020,104,340183,Novant Health - Huntersville,MHPC
13,10,20,21,29,0,0,0,24,0,9,219,120,10,8,10/3/2020,99,340113,Atrium Health - Main,MHPC
64,1,15,21,25,7,0,0,0,0,0,184,158,14,4,10/21/2020,26,340073,Duke Raleigh Hospital,DHPC
0,0,0,2,2,1,0,0,5,0,3,32,11,0,0,10/18/2020,21,341329,Blue Ridge Regional Hospital,MAHPC
24,1,8,32,32,4,0,1,13,1,9,126,76,7,0,10/31/2020,50,340166,Atrium Health - University,MHPC
20,3,6,3,4,1,0,1,7,1,2,18,14,3,1,10/28/2020,4,340159,Person Memorial Hospital,DHPC
20,1,6,4,4,0,0,0,5,0,2,18,15,5,0,10/10/2020,3,340159,Person Memorial Hospital,DHPC
10,2,7,17,18,1,0,1,1,0,1,77,35,5,1,10/8/2020,42,340190,Novant Health - Mint Hill,THPC
7,0,0,4,4,0,0,0,0,0,0,25,13,0,0,10/10/2020,12,341327,Dosher Memorial Hospital,SHPR
12,0,6,13,13,2,0,1,3,2,3,68,60,6,0,10/6/2020,8,340068,Columbus Regional Healthcare System,SHPR
37,6,12,12,14,0,0,3,3,0,1,142,125,6,2,10/19/2020,17,340042,Onslow Memorial Hospital,EHPC
10,2,7,18,18,2,0,0,5,1,1,77,32,5,0,10/12/2020,45,340190,Novant Health - Mint Hill,THPC
,,,,,,,,,,,,,,,10/17/2020,,340023,Park Ridge Health (Advent Health),MAHPC
6,0,0,10,10,1,0,0,8,0,6,59,29,0,0,10/22/2020,30,340037,Atrium Health - Kings Mountain,MHPC
12,0,27,17,47,65,1,6,1,3,3,406,341,27,30,10/19/2020,65,340032,CaroMont Health,MHPC
44,9,14,7,9,10,0,2,0,3,0,163,105,5,2,10/13/2020,58,340151,Vidant - North,EHPC
10,42,181,115,134,12,0,3,2,1,8,459,336,139,19,10/16/2020,123,340114,UNC Rex Hospital,MCRHC
2,2,12,22,26,14,0,2,1,1,4,86,60,10,4,10/28/2020,26,340041,UNC- Caldwell Memorial Hospital,THPC
0,7,10,9,9,9,0,3,2,2,2,125,35,3,0,10/12/2020,90,340013,Rutherford Regional Hospital,MAHPC
0,0,0,2,2,0,0,0,0,0,0,6,4,0,0,10/13/2020,2,341320,Alleghany Memorial Hospital,THPC
12,3,10,11,12,4,0,7,0,3,0,96,81,7,1,10/29/2020,15,340051,Watauga Medical Center,THPC
8,2,8,3,5,0,0,2,9,2,1,38,30,6,2,10/10/2020,8,340071,Harnett Health - Central Harnett Hospital,CapRAC
2,0,12,24,26,2,0,0,3,0,8,86,54,12,2,10/6/2020,32,340041,UNC- Caldwell Memorial Hospital,THPC
0,0,0,2,2,0,0,0,0,0,0,15,7,0,0,10/17/2020,8,340084,Atrium Health - Anson,MHPC
8,4,8,2,5,0,0,0,4,0,2,32,28,4,3,10/19/2020,4,340071,Harnett Health - Central Harnett Hospital,CapRAC
429,31,62,83,120,30,0,9,5,0,22,764,560,31,37,10/18/2020,204,340141,New Hanover Regional MC,SHPR
12,0,0,2,2,0,0,0,0,0,0,6,1,0,0,10/9/2020,5,341304,Vidant Bertie Hospital,EHPC
0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,10/3/2020,2,341323,Cannon Hospital,MAHPC
429,25,62,86,120,29,1,9,2,3,17,764,569,37,34,10/20/2020,195,340141,New Hanover Regional MC,SHPR
0,0,0,1,1,0,0,0,0,0,0,8,3,0,0,10/4/2020,5,340115,FirstHealth Moore Regional Hospital - Hoke Campus,MCRHC
41,16,22,34,37,4,0,2,3,1,2,148,68,6,3,10/3/2020,80,340017,Pardee Hospital,MAHPC
,,,,,,,,,,,,,,,10/1/2020,,341328,Murphy Medical Center Erlanger Western Carolina Hospital,MAHPC
0,3,22,47,51,19,0,1,2,1,0,269,167,19,4,10/8/2020,102,340015,Novant Health - Rowan Medical Center,THPC
11,0,0,2,2,0,0,0,0,0,0,12,2,0,0,10/3/2020,10,341303,FirstHealth Montgomery Memorial Hospital,MCRHC
2,1,12,23,26,13,0,3,0,2,2,86,67,11,3,10/23/2020,19,340041,UNC- Caldwell Memorial Hospital,THPC
0,0,0,0,0,0,0,0,0,0,0,39,17,0,0,10/12/2020,22,340187,WFBMC- Davie MC,THPC
0,4,4,4,4,0,0,0,1,0,0,49,14,0,0,10/7/2020,35,340188,Cape Fear Valley Hoke Hospital,MCRHC
31,5,21,38,45,38,0,12,7,0,9,277,128,16,7,10/12/2020,149,340147,Nash Health Care System,EHPC
64,1,15,24,25,6,0,0,1,2,0,182,162,14,1,10/15/2020,20,340073,Duke Raleigh Hospital,DHPC
10,5,10,10,12,1,0,4,0,1,0,89,64,5,2,10/28/2020,25,340142,Carteret General Hospital,EHPC
29,1,5,26,26,8,0,1,3,0,0,114,78,4,0,10/8/2020,36,340158,Novant Health - Brunswick MC,SHPR
11,0,0,2,2,0,0,0,0,0,0,12,5,0,0,10/15/2020,7,341303,FirstHealth Montgomery Memorial Hospital,MCRHC
281,10,48,110,191,33,0,5,9,1,2,795,615,38,81,10/31/2020,180,340053,Novant Health - Presbyterian,MHPC
56,3,8,10,10,1,0,1,1,1,1,67,25,5,0,10/13/2020,42,340024,Sampson Regional Medical Center,MCRHC
20,7,23,50,56,25,2,4,0,4,0,309,231,16,6,10/4/2020,78,340131,CarolinaEast Medical Center,EHPC
0,0,1,4,4,4,0,0,1,1,1,25,23,1,0,10/27/2020,2,340087,McDowell Hospital,MAHPC
20,5,16,7,13,23,0,5,0,0,0,138,125,11,6,10/3/2020,13,340126,Wilson Medical Center,EHPC
,,,,,,,,,,,,,,,10/12/2020,,102,Womack Army Medical Center,MCRHC
25,3,8,14,14,1,0,2,0,0,0,88,53,5,0,10/24/2020,35,340144,Davis Regional MC,THPC
0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,10/16/2020,3,341323,Cannon Hospital,MAHPC
0,7,14,23,26,1,2,3,4,1,2,261,104,7,3,10/18/2020,157,340027,UNC Lenoir Hospital,EHPC
13,11,20,23,29,0,0,0,26,0,13,219,120,9,6,10/4/2020,99,340113,Atrium Health - Main,MHPC
0,0,0,15,15,0,0,0,0,0,0,38,16,0,0,10/29/2020,22,340148,Novant Health - Medical Park Hospital,THPC
18,9,20,16,22,2,0,0,2,0,1,220,130,11,6,10/9/2020,90,340070,Alamance Regional Medical Center,MCRHC
12,0,0,2,2,0,0,0,0,0,0,6,3,0,0,10/4/2020,3,341304,Vidant Bertie Hospital,EHPC
29,3,5,26,26,4,1,1,1,1,0,114,63,2,0,10/31/2020,51,340158,Novant Health - Brunswick MC,SHPR
0,0,0,2,2,7,0,0,0,0,1,32,10,0,0,10/27/2020,22,341329,Blue Ridge Regional Hospital,MAHPC
,,,,,,,,,,,,,,,10/27/2020,,100,Durham VA,DHPC
13,0,0,0,0,0,0,0,0,0,0,18,0,0,0,10/1/2020,18,340156,Cherokee Indian Hospital,MAHPC
16,0,0,3,3,1,0,0,0,0,0,55,29,0,0,10/27/2020,26,340069,Wake Medical Center,CapRAC
,,,,,,,,,,,,,,,10/2/2020,,101,Naval Medical Center Camp Lejeune,SHPR
,,,,,,,,,,,,,,,10/17/2020,,341328,Murphy Medical Center Erlanger Western Carolina Hospital,MAHPC
0,23,91,60,91,27,0,7,23,1,47,717,535,68,31,10/10/2020,182,340002,Mission Health Hospital,MAHPC
25,13,24,21,24,11,0,2,0,1,0,204,174,11,3,10/10/2020,30,340116,Frye Regional MC,THPC
0,0,0,0,0,0,0,0,0,0,0,42,26,0,0,10/5/2020,16,340187,WFBMC- Davie MC,THPC
16,0,4,6,6,1,0,0,0,0,3,20,18,4,0,10/3/2020,2,341311,UNC Chatham Hospital,MCRHC
10,2,10,14,16,10,0,0,7,1,3,84,49,8,2,10/19/2020,35,340119,Atrium Health - Stanly,MHPC
25,3,8,14,14,1,0,1,0,0,0,88,35,5,0,10/11/2020,53,340144,Davis Regional MC,THPC
59,3,10,33,40,3,0,0,1,0,0,246,156,7,7,10/18/2020,90,340171,Novant Health - Matthews,MHPC
0,0,0,2,2,0,0,0,3,0,0,15,10,0,0,10/16/2020,5,340084,Atrium Health - Anson,MHPC
0,4,4,4,4,4,0,0,0,0,0,49,13,0,0,10/17/2020,36,340188,Cape Fear Valley Hoke Hospital,MCRHC
58,6,19,7,9,7,0,7,0,4,0,82,51,13,2,10/28/2020,31,340075,Carolinas HealthCare System Blue Ridge Morganton,MHPC
63,3,17,33,43,17,1,0,12,2,1,249,141,14,10,10/12/2020,108,340010,Wayne UNC Health Care,EHPC
0,0,0,15,15,0,0,0,0,0,0,38,16,0,0,10/15/2020,22,340148,Novant Health - Medical Park Hospital,THPC
36,2,10,22,22,16,0,4,13,0,1,113,82,8,0,10/13/2020,31,340145,Atrium Health - Lincoln,MHPC
54,1,8,4,5,0,0,1,3,2,2,107,106,7,1,10/22/2020,1,340060,UNC Rockingham Hospital,THPC
0,1,8,25,35,0,0,0,0,0,0,93,55,7,10,10/20/2020,38,342014,Highsmith-Rainey Specialty Hospital,MCRHC
0,0,8,0,8,6,0,4,2,1,1,118,55,8,8,10/19/2020,63,340064,WFBMC - Wilkes Regional MC,THPC
43,15,134,240,295,25,0,10,1,3,11,782,658,119,55,10/19/2020,124,340061,UNC Medical Center,MCRHC
18,2,6,5,7,4,0,2,0,2,2,18,15,4,2,10/2/2020,3,340133,Martin General Hospital,EHPC
37,8,12,12,14,0,0,2,3,0,0,142,130,4,2,10/17/2020,12,340042,Onslow Memorial Hospital,EHPC
23,2,27,14,22,19,0,7,1,2,0,275,173,25,8,10/11/2020,102,340004,WFBMC- High Point MC,THPC
12,2,6,12,12,1,0,0,6,2,3,70,46,4,0,10/23/2020,24,340071,Harnett Health - Betsy Johnson Hospital,CapRAC
5,0,0,0,1,0,0,0,0,0,0,12,9,0,1,10/12/2020,3,341314,Washington Regional Medical Center,EHPC
10,5,6,8,8,1,0,1,0,0,0,48,33,1,0,10/4/2020,15,340127,Granville Health System,DHPC
0,16,38,16,27,36,1,6,0,5,0,331,284,22,11,10/12/2020,47,340115,FirstHealth Moore Regional Hospital,MCRHC
31,0,4,23,24,5,0,2,1,0,0,66,44,4,1,10/7/2020,22,340014,Novant Health - Forsyth MC,THPC
37,4,12,10,14,1,1,1,6,0,3,142,138,8,4,10/29/2020,4,340042,Onslow Memorial Hospital,EHPC
4,4,8,6,6,6,0,2,1,1,0,53,26,4,0,10/3/2020,27,340115,FirstHealth Richmond Memorial Hospital,MCRHC
11,0,0,0,0,1,0,0,0,0,0,12,7,0,0,10/31/2020,5,341303,FirstHealth Montgomery Memorial Hospital,MCRHC
16,0,11,10,13,27,0,8,0,2,0,107,97,11,3,10/25/2020,10,340008,Scotland Health Care System,MHPC
0,4,14,18,26,1,0,0,2,1,3,261,132,10,8,10/22/2020,129,340027,UNC Lenoir Hospital,EHPC
0,4,4,3,3,2,0,0,0,0,0,27,19,0,0,10/22/2020,8,341315,Cape Fear Valley Bladen Hospital,SHPR
49,0,0,7,7,0,0,0,0,0,0,27,19,0,0,10/20/2020,8,341325,Ashe Memorial Hospital,THPC
5,0,0,0,1,2,0,0,0,0,0,12,9,0,1,10/19/2020,3,341314,Washington Regional Medical Center,EHPC
0,2,14,13,26,2,0,0,1,2,1,261,119,12,13,10/31/2020,142,340027,UNC Lenoir Hospital,EHPC
0,4,4,4,4,3,0,0,0,0,2,49,16,0,0,10/19/2020,33,340188,Cape Fear Valley Hoke Hospital,MCRHC
0,4,6,2,2,0,0,0,0,0,0,19,6,2,0,10/21/2020,13,341322,St. Lukes Hospital,MAHPC
0,3,25,12,27,36,0,7,0,7,1,295,162,22,15,10/14/2020,133,340050,Southeastern Regional Medical Center,DHPC
12,0,4,3,4,9,0,4,0,2,0,29,21,4,1,10/12/2020,8,341318,Vidant Chowan Hospital,EHPC
0,1,8,0,8,6,0,3,1,2,1,116,58,7,8,10/18/2020,58,340064,WFBMC - Wilkes Regional MC,THPC
0,0,0,1,1,0,0,0,0,0,0,14,10,0,0,10/8/2020,4,341317,LifeBright Community Hospital of Stokes,THPC
0,4,14,17,26,0,0,3,3,0,0,261,108,10,9,10/2/2020,153,340027,UNC Lenoir Hospital,EHPC
0,1,9,3,3,2,0,1,3,1,3,30,24,8,0,10/6/2020,6,341319,Transylvania Regional Hospital,MAHPC
0,5,22,43,51,17,0,3,3,1,0,269,166,17,8,10/16/2020,103,340015,Novant Health - Rowan Medical Center,THPC
12,1,10,9,12,8,0,5,0,0,0,96,80,9,3,10/9/2020,16,340051,Watauga Medical Center,THPC
0,4,4,3,3,2,0,0,1,0,0,27,21,0,0,10/10/2020,6,341315,Cape Fear Valley Bladen Hospital,SHPR
44,26,135,238,295,24,0,6,2,0,18,781,663,109,57,10/28/2020,118,340061,UNC Medical Center,MCRHC
0,4,14,17,26,0,0,0,7,0,7,261,116,10,9,10/25/2020,145,340027,UNC Lenoir Hospital,EHPC
0,2,8,20,35,0,0,0,0,0,0,93,56,6,15,10/12/2020,37,342014,Highsmith-Rainey Specialty Hospital,MCRHC
0,0,0,1,1,0,0,0,0,0,0,8,5,0,0,10/7/2020,3,340115,FirstHealth Moore Regional Hospital - Hoke Campus,MCRHC
16,2,10,12,12,1,0,0,0,0,0,110,81,8,0,10/8/2020,29,340184,Haywood Hospital,MAHPC
18,9,20,20,22,6,0,1,5,3,2,220,103,11,2,10/18/2020,117,340070,Alamance Regional Medical Center,MCRHC
26,3,10,0,0,0,0,2,5,0,0,110,63,7,0,10/1/2020,47,340109,Sentara Albemarle Medical Center,EHPC
29,1,5,26,26,10,0,1,2,1,0,114,79,4,0,10/9/2020,35,340158,Novant Health - Brunswick MC,SHPR
12,3,10,9,12,2,0,5,0,2,0,96,89,7,3,10/14/2020,7,340051,Watauga Medical Center,THPC
51,6,16,13,15,2,0,3,7,2,1,154,102,10,2,10/15/2020,52,340039,Iredell Health System,THPC
0,0,0,0,0,0,0,0,0,0,0,45,18,0,0,10/7/2020,27,340187,WFBMC- Davie MC,THPC
0,4,25,19,27,40,0,6,0,7,0,295,164,21,8,10/2/2020,131,340050,Southeastern Regional Medical Center,DHPC
64,3,15,20,25,1,0,1,0,0,0,181,146,12,5,10/2/2020,35,340073,Duke Raleigh Hospital,DHPC
32,5,6,4,4,0,1,0,0,0,0,31,12,1,0,10/3/2020,19,341328,Murphy Medical Center Erlanger Western Carolina Hospital,MAHPC
11,0,0,2,2,1,0,0,0,0,0,12,3,0,0,10/10/2020,9,341303,FirstHealth Montgomery Memorial Hospital,MCRHC
0,0,0,1,1,0,0,0,0,0,0,8,8,0,0,10/21/2020,0,340115,FirstHealth Moore Regional Hospital - Hoke Campus,MCRHC
12,0,4,4,4,0,0,0,0,0,0,29,25,4,0,10/2/2020,4,341318,Vidant Chowan Hospital,EHPC
0,0,0,0,0,0,2,0,0,0,0,8,2,0,0,10/10/2020,6,341323,Cannon Hospital,MAHPC
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,10/18/2020,0,341316,Highlands Cashiers Hospital,MAHPC
23,0,8,6,9,19,0,1,0,1,0,60,60,8,3,10/15/2020,0,340107,Vidant Edgecombe Hospital,EHPC
29,4,8,15,15,2,0,0,0,0,0,81,53,4,0,10/11/2020,28,340097,Hugh Chatham Memorial Hospital,THPC
5,1,9,10,12,0,0,1,0,0,0,95,68,8,2,10/24/2020,27,340016,Harris Hosptial,MAHPC
,,,,,,,,,,,,,,,10/1/2020,,101,Naval Medical Center Camp Lejeune,SHPR
24,2,8,31,33,3,0,0,16,1,4,126,82,6,2,10/10/2020,44,340166,Atrium Health - University,MHPC
10,4,10,10,12,0,0,1,0,0,0,89,65,6,2,10/24/2020,24,340142,Carteret General Hospital,EHPC
43,22,134,231,295,28,0,10,2,4,18,782,664,112,64,10/18/2020,118,340061,UNC Medical Center,MCRHC
177,28,120,43,105,35,0,15,7,6,1,919,620,92,62,10/23/2020,299,340047,Wake Forest Baptist MC – Winston Campus,THPC
0,0,0,2,2,0,0,0,2,0,2,15,9,0,0,10/24/2020,6,340084,Atrium Health - Anson,MHPC
0,0,0,0,0,0,0,0,0,0,0,40,24,0,0,10/13/2020,16,340187,WFBMC- Davie MC,THPC
16,3,10,12,12,3,0,0,0,0,0,110,68,7,0,10/25/2020,42,340184,Haywood Hospital,MAHPC
56,2,8,10,10,5,0,1,0,0,0,68,30,6,0,10/1/2020,38,340024,Sampson Regional Medical Center,MCRHC
11,0,10,15,18,12,0,5,0,2,0,54,46,10,3,10/17/2020,8,340186,Vidant Beaufort Hospital,EHPC
277,41,111,65,130,30,0,11,0,2,0,872,828,70,65,10/8/2020,44,340030,Duke University Hospital,DHPC
16,0,0,3,3,4,0,0,2,0,1,55,38,0,0,10/1/2020,17,340069,Wake Medical Center,CapRAC
32,9,21,36,45,39,0,8,1,0,8,277,140,12,9,10/27/2020,137,340147,Nash Health Care System,EHPC
19,18,74,35,57,16,1,1,32,5,6,609,446,56,22,10/23/2020,163,340091,Cone Health Moses H. Cone Memorial Hospital,THPC
,,,,,,,,,,,,,,,10/25/2020,,102,Womack Army Medical Center,MCRHC
0,6,22,45,51,15,0,2,4,1,0,269,174,16,6,10/2/2020,95,340015,Novant Health - Rowan Medical Center,THPC
12,0,4,4,4,0,0,0,0,0,0,29,26,4,0,10/30/2020,3,341318,Vidant Chowan Hospital,EHPC
143,5,65,32,52,33,0,4,5,2,16,628,508,60,20,10/21/2020,120,340028,Cape Fear Valley Medical Center,MCRHC
48,1,15,28,36,18,0,3,1,2,5,268,193,14,8,10/19/2020,75,340155,Duke Regional Hospital,DHPC
30,8,112,132,199,65,0,23,21,8,1,1037,739,104,67,10/26/2020,298,340014,Novant Health - Forsyth MC,THPC
95,0,8,12,17,48,0,8,3,11,0,48,48,8,5,10/3/2020,0,340091,Women's Hospital,THPC
54,1,9,4,5,0,0,5,4,1,3,108,107,8,1,10/1/2020,1,340060,UNC Rockingham Hospital,THPC
44,7,121,96,188,44,2,14,91,3,32,871,789,114,92,10/27/2020,82,340113,Atrium Health - Main,MHPC
7,0,0,4,4,0,0,0,1,0,1,25,13,0,0,10/2/2020,12,341327,Dosher Memorial Hospital,SHPR
0,6,14,19,26,0,0,3,2,1,0,261,95,8,7,10/3/2020,166,340027,UNC Lenoir Hospital,EHPC
10,0,8,8,9,0,0,4,0,0,0,70,60,8,1,10/31/2020,10,340099,Vidant Roanoke Chowan Hospital,EHPC
12,1,12,8,11,0,0,3,0,0,0,97,51,11,3,10/8/2020,46,340129,Lake Norman Regional Medical Center,MHPC
51,2,16,13,15,1,0,3,3,4,3,154,112,14,2,10/16/2020,42,340039,Iredell Health System,THPC
10,1,7,18,18,0,0,0,1,0,0,77,39,6,0,10/19/2020,38,340190,Novant Health - Mint Hill,THPC
0,4,4,3,3,2,0,0,0,0,0,27,18,0,0,10/4/2020,9,341315,Cape Fear Valley Bladen Hospital,SHPR
6,0,0,10,10,0,0,0,4,0,2,59,28,0,0,10/3/2020,31,340037,Atrium Health - Kings Mountain,MHPC
0,0,0,1,1,0,0,0,0,0,0,8,8,0,0,10/14/2020,0,340115,FirstHealth Moore Regional Hospital - Hoke Campus,MCRHC
