Number of Additional Surge Beds Being Planned,Empty Adult ICU Beds,Adult ICU Staffed Bed Capacity,Number of Ventilators Available,Number of Ventilators in Hospital,Number of COVID-19 Positive Patients In Hospital,Number of Fatalities related to COVID-19 in past 24 hours,Number of COVID-19 Positive Adults in ICU,Number of ALL Patients Under Investigation for COVID-19 In Hospital,Number of new patients admitted to an inpatient bed who had confirmed COVID-19 at the time of admission in the past 24 hours,Number of new patients admitted to an inpatient bed who had suspected COVID-19 at the time of admission in the past 24 hours,Staffed Inpatient Capacity (all bed types),Inpatient Census (all bed types),Adult ICU Census,Number of Ventilators In Use,Date,Empty Inpatient Beds (all types),cms_number,hospital,Coalition
18,6,20,18,22,2,0,0,5,0,0,220,127,14,4,9/12/2020,93,340070,Alamance Regional Medical Center,MCRHC
20,7,23,49,56,19,0,4,0,5,0,309,224,16,7,9/21/2020,85,340131,CarolinaEast Medical Center,EHPC
10,3,10,11,12,1,0,0,15,0,4,84,61,7,1,9/3/2020,23,340119,Atrium Health - Stanly,MHPC
10,1,7,16,18,3,0,0,1,0,0,77,52,6,2,9/30/2020,25,340190,Novant Health - Mint Hill,THPC
5,1,9,8,12,0,0,4,0,0,0,95,80,8,4,10/9/2020,15,340016,Harris Hosptial,MAHPC
25,16,24,20,24,8,0,4,0,0,0,204,133,8,4,9/21/2020,71,340116,Frye Regional MC,THPC
0,8,38,16,27,38,0,8,1,3,0,331,314,30,11,10/14/2020,17,340115,FirstHealth Moore Regional Hospital,MCRHC
0,0,0,2,2,1,0,0,2,0,1,32,14,0,0,9/22/2020,18,341329,Blue Ridge Regional Hospital,MAHPC
11,8,13,21,25,3,0,0,1,1,0,155,82,5,4,9/1/2020,73,340085,Novant Health - Thomasville MC,THPC
54,6,8,5,5,0,0,0,3,0,3,108,102,2,0,9/19/2020,6,340060,UNC Rockingham Hospital,THPC
18,6,30,34,48,29,2,11,32,3,14,281,234,24,14,9/6/2020,47,340098,Atrium Health - Pineville,MHPC
0,1,8,29,35,0,0,0,0,0,0,93,60,7,6,8/27/2020,33,342014,Highsmith-Rainey Specialty Hospital,MCRHC
32,5,21,38,45,35,0,7,1,1,11,277,155,16,7,10/16/2020,122,340147,Nash Health Care System,EHPC
16,0,0,3,3,3,0,0,1,0,2,55,34,0,0,10/12/2020,21,340069,Wake Medical Center,CapRAC
0,0,0,2,2,0,0,0,3,0,1,15,5,0,0,9/27/2020,10,340084,Atrium Health - Anson,MHPC
22,16,58,30,34,12,0,5,8,2,18,175,111,42,4,9/28/2020,64,340090,Johnston UNC Health Care,CapRAC
54,0,8,4,5,1,0,4,3,1,1,108,106,8,1,9/2/2020,2,340060,UNC Rockingham Hospital,THPC
20,3,16,6,14,25,0,8,0,0,0,138,132,13,8,9/24/2020,6,340126,Wilson Medical Center,EHPC
0,2,8,28,35,0,0,0,0,0,0,93,57,6,7,9/13/2020,36,342014,Highsmith-Rainey Specialty Hospital,MCRHC
31,5,21,41,45,34,0,11,7,1,12,277,126,16,4,9/25/2020,151,340147,Nash Health Care System,EHPC
24,0,8,27,29,1,0,0,15,0,2,126,94,8,2,9/22/2020,32,340166,Atrium Health - University,MHPC
,,,,,,,,,,,,,,,9/14/2020,,340023,Park Ridge Health (Advent Health),MAHPC
48,4,17,33,36,16,0,0,0,4,6,291,222,13,3,8/27/2020,69,340155,Duke Regional Hospital,DHPC
0,0,0,0,0,0,0,0,0,0,0,39,21,0,0,10/16/2020,18,340187,WFBMC- Davie MC,THPC
0,0,0,2,2,0,0,0,0,0,0,6,3,0,0,9/22/2020,3,341320,Alleghany Memorial Hospital,THPC
25,6,24,18,24,11,0,4,0,0,0,204,152,18,6,9/2/2020,52,340116,Frye Regional MC,THPC
11,2,10,16,18,6,1,4,0,0,0,54,47,8,2,10/13/2020,7,340186,Vidant Beaufort Hospital,EHPC
5,2,9,8,12,0,0,1,0,0,0,95,83,7,4,9/14/2020,12,340016,Harris Hosptial,MAHPC
37,7,12,10,14,0,2,2,5,0,0,142,132,5,4,9/13/2020,10,340042,Onslow Memorial Hospital,EHPC
22,16,59,25,34,15,0,5,3,0,14,177,110,43,9,10/11/2020,67,340090,Johnston UNC Health Care,CapRAC
25,2,8,14,14,0,0,1,0,0,0,88,54,6,0,10/7/2020,34,340144,Davis Regional MC,THPC
38,1,4,11,11,0,0,0,0,0,0,76,17,3,0,8/31/2020,59,341325,Ashe Memorial Hospital,THPC
72,0,8,5,6,8,0,4,0,2,0,53,47,8,1,10/15/2020,6,340020,Central Carolina Hospital,CapRAC
23,8,8,7,9,24,0,6,0,0,0,60,36,0,2,9/7/2020,24,340107,Vidant Edgecombe Hospital,EHPC
49,1,8,19,21,5,0,0,2,0,1,264,150,7,2,10/12/2020,114,340183,Novant Health - Huntersville,MHPC
9,8,8,8,9,12,0,4,0,0,0,78,61,0,1,9/7/2020,17,340099,Vidant Roanoke Chowan Hospital,EHPC
11,0,0,2,2,0,0,0,0,0,0,12,2,0,0,9/28/2020,10,341303,FirstHealth Montgomery Memorial Hospital,MCRHC
12,0,6,11,12,0,0,1,8,0,2,62,51,6,1,9/5/2020,11,340071,Harnett Health - Betsy Johnson Hospital,CapRAC
6,0,0,10,10,0,0,0,1,0,0,59,38,0,0,9/27/2020,21,340037,Atrium Health - Kings Mountain,MHPC
37,4,12,10,14,0,0,2,2,0,3,142,135,8,4,9/17/2020,7,340042,Onslow Memorial Hospital,EHPC
12,2,6,9,12,0,0,1,4,1,3,70,59,4,3,10/2/2020,11,340071,Harnett Health - Betsy Johnson Hospital,CapRAC
0,2,8,27,35,0,0,0,0,0,0,93,59,6,8,9/16/2020,34,342014,Highsmith-Rainey Specialty Hospital,MCRHC
27,0,0,0,13,0,0,0,0,0,0,42,13,0,13,9/11/2020,29,340014,Novant Health - Forsyth MC,THPC
35,5,16,22,26,12,0,3,2,3,2,200,154,11,4,8/27/2020,46,340143,Catawba Valley Medical Center,THPC
0,0,1,2,4,2,0,0,1,1,1,25,17,1,2,9/21/2020,8,340087,McDowell Hospital,MAHPC
41,15,22,36,37,4,0,1,5,0,3,148,75,7,1,9/8/2020,73,340017,Pardee Hospital,MAHPC
,,,,,,,,,,,,,,,9/9/2020,,340069,Wake Medical Center,CapRAC
0,0,0,0,0,0,0,0,0,0,0,43,20,0,0,9/28/2020,23,340187,WFBMC- Davie MC,THPC
72,0,8,5,6,0,0,0,0,0,0,53,53,8,1,9/18/2020,0,340020,Central Carolina Hospital,CapRAC
31,1,4,23,24,4,0,0,0,0,0,66,54,3,1,9/10/2020,12,340014,Novant Health - Forsyth MC,THPC
,,,,,,,,,,,,,,,9/5/2020,,102,Womack Army Medical Center,MCRHC
10,4,10,11,12,1,0,1,11,1,2,84,48,6,1,8/26/2020,36,340119,Atrium Health - Stanly,MHPC
35,0,16,17,26,14,0,7,1,0,0,200,117,16,9,9/27/2020,83,340143,Catawba Valley Medical Center,THPC
36,3,10,18,18,8,0,4,10,0,1,113,67,7,0,9/21/2020,46,340145,Atrium Health - Lincoln,MHPC
11,0,10,17,18,8,0,3,0,0,0,54,54,10,1,9/28/2020,0,340186,Vidant Beaufort Hospital,EHPC
49,2,8,20,21,7,0,0,0,3,0,264,148,6,1,10/10/2020,116,340183,Novant Health - Huntersville,MHPC
10,0,7,18,18,1,0,0,1,0,0,77,44,7,0,10/15/2020,33,340190,Novant Health - Mint Hill,THPC
2,2,12,22,26,3,0,0,4,1,3,86,65,10,4,10/11/2020,21,340041,UNC- Caldwell Memorial Hospital,THPC
0,3,25,20,27,35,0,4,0,8,2,295,178,22,7,10/8/2020,117,340050,Southeastern Regional Medical Center,DHPC
177,28,121,43,107,18,0,7,2,2,0,876,585,93,64,9/5/2020,291,340047,Wake Forest Baptist MC – Winston Campus,THPC
10,1,6,8,8,1,0,3,2,0,0,48,42,5,0,10/11/2020,6,340127,Granville Health System,DHPC
25,8,24,18,24,11,0,4,0,0,0,204,171,16,6,10/13/2020,33,340116,Frye Regional MC,THPC
177,36,132,50,105,36,1,13,3,7,1,950,641,96,55,10/8/2020,309,340047,Wake Forest Baptist MC – Winston Campus,THPC
0,0,0,1,1,0,0,0,0,0,0,8,3,0,0,9/24/2020,5,340115,FirstHealth Moore Regional Hospital - Hoke Campus,MCRHC
24,1,8,29,29,0,0,0,14,0,2,135,90,7,0,9/3/2020,45,340166,Atrium Health - University,MHPC
54,3,8,5,5,0,1,1,1,0,1,108,105,5,0,9/18/2020,3,340060,UNC Rockingham Hospital,THPC
34,4,6,4,4,1,0,1,0,0,0,31,11,2,0,10/9/2020,20,341328,Murphy Medical Center Erlanger Western Carolina Hospital,MAHPC
13,11,20,25,29,0,0,0,28,0,11,219,127,9,4,10/10/2020,92,340113,Atrium Health - Main,MHPC
12,5,27,26,39,28,0,1,3,1,4,412,331,22,13,9/26/2020,81,340032,CaroMont Health,MHPC
57,5,6,4,4,2,0,1,0,0,0,31,12,1,0,9/24/2020,19,341328,Murphy Medical Center Erlanger Western Carolina Hospital,MAHPC
7,0,0,4,4,1,0,0,0,0,0,18,15,0,0,10/16/2020,3,341307,Pender Memorial Hospital,SHPR
7,0,0,4,4,0,0,0,0,0,0,18,14,0,0,9/8/2020,4,341307,Pender Memorial Hospital,SHPR
10,2,18,38,43,20,1,5,26,0,3,203,139,16,5,10/5/2020,64,340021,Atrium Health - Cleveland,MHPC
0,0,0,0,0,0,0,0,0,0,0,38,11,0,0,10/11/2020,27,340187,WFBMC- Davie MC,THPC
2,0,12,23,26,6,0,0,3,1,5,86,55,12,3,10/4/2020,31,340041,UNC- Caldwell Memorial Hospital,THPC
20,2,16,8,14,21,0,7,0,0,0,138,132,14,6,9/17/2020,6,340126,Wilson Medical Center,EHPC
7,1,9,9,10,3,1,2,6,1,3,34,26,8,1,9/26/2020,8,340120,Vidant Duplin Hospital,EHPC
0,2,8,7,8,3,0,2,3,0,1,114,48,6,1,9/21/2020,66,340064,WFBMC - Wilkes Regional MC,THPC
12,0,4,4,4,6,0,2,0,3,0,29,25,4,0,9/25/2020,4,341318,Vidant Chowan Hospital,EHPC
0,8,25,27,27,27,0,6,2,25,40,295,166,17,0,9/5/2020,129,340050,Southeastern Regional Medical Center,DHPC
23,3,22,12,22,12,0,8,1,0,0,270,167,19,10,8/30/2020,103,340004,WFBMC- High Point MC,THPC
136,9,76,106,123,33,0,11,1,0,4,522,464,67,17,10/13/2020,58,340069,Wake Medical Center,CapRAC
30,1,8,10,12,4,0,2,0,2,1,77,54,7,2,9/12/2020,23,340132,Maria Parham Medical Center,DHPC
23,0,8,5,9,17,0,4,0,4,0,60,57,8,4,9/18/2020,3,340107,Vidant Edgecombe Hospital,EHPC
0,6,10,6,9,3,0,3,4,0,4,125,50,4,3,9/11/2020,75,340013,Rutherford Regional Hospital,MAHPC
22,20,56,25,34,9,0,1,10,1,18,173,115,36,9,9/12/2020,58,340090,Johnston UNC Health Care,CapRAC
21,2,20,9,10,4,0,0,7,2,2,154,128,18,1,10/7/2020,26,340091,Cone Health Wesley Long Hospital,THPC
,,,,,,,,,,,,,,,9/20/2020,,340023,Park Ridge Health (Advent Health),MAHPC
59,0,10,34,39,6,1,1,2,1,1,246,175,10,5,9/2/2020,71,340171,Novant Health - Matthews,MHPC
5,0,0,0,1,0,0,0,0,0,0,12,10,0,1,9/6/2020,2,341314,Washington Regional Medical Center,EHPC
23,0,8,8,9,12,0,4,2,4,0,60,58,8,1,10/6/2020,2,340107,Vidant Edgecombe Hospital,EHPC
23,5,20,9,10,2,0,0,3,0,0,152,116,15,1,9/23/2020,36,340091,Cone Health Wesley Long Hospital,THPC
44,25,134,233,295,25,0,16,13,3,45,781,622,109,62,8/28/2020,159,340061,UNC Medical Center,MCRHC
13,11,20,27,29,0,0,0,38,0,12,219,131,9,2,10/13/2020,88,340113,Atrium Health - Main,MHPC
57,5,12,10,10,0,0,0,4,0,0,53,40,7,0,10/4/2020,13,340091,Cone Health Annie Penn Hospital,THPC
143,6,65,27,52,35,0,8,8,3,17,614,472,59,25,9/18/2020,142,340028,Cape Fear Valley Medical Center,MCRHC
58,4,19,5,9,11,0,10,0,5,0,85,60,15,4,10/15/2020,25,340075,Carolinas HealthCare System Blue Ridge Morganton,MHPC
20,2,6,4,4,1,0,0,2,0,0,18,13,4,0,10/8/2020,5,340159,Person Memorial Hospital,DHPC
69,19,64,58,67,32,2,6,66,3,13,503,402,45,9,9/28/2020,101,340001,Atrium Health - Cabarrus,MHPC
72,0,8,6,6,0,0,1,0,0,0,53,51,8,0,10/13/2020,2,340020,Central Carolina Hospital,CapRAC
37,3,12,11,14,1,0,1,8,0,8,142,132,9,3,10/8/2020,10,340042,Onslow Memorial Hospital,EHPC
44,0,6,5,7,0,0,4,0,0,0,88,50,6,2,10/12/2020,38,340023,Park Ridge Health (Advent Health),MAHPC
72,0,8,4,6,1,0,1,0,1,0,53,53,8,2,9/24/2020,0,340020,Central Carolina Hospital,CapRAC
32,6,21,37,45,33,2,7,3,2,8,277,141,15,8,10/15/2020,136,340147,Nash Health Care System,EHPC
48,4,18,31,36,17,0,0,3,3,1,290,226,14,5,8/26/2020,64,340155,Duke Regional Hospital,DHPC
177,35,127,46,105,23,0,5,3,6,0,934,630,92,59,10/2/2020,304,340047,Wake Forest Baptist MC – Winston Campus,THPC
0,1,8,23,35,0,0,0,0,0,0,93,54,7,12,10/15/2020,39,342014,Highsmith-Rainey Specialty Hospital,MCRHC
0,0,9,3,3,3,0,2,2,1,10,30,26,9,0,8/26/2020,4,341319,Transylvania Regional Hospital,MAHPC
0,1,9,3,3,2,0,0,2,0,1,37,19,8,0,10/9/2020,18,341326,Angel Medical Center,MAHPC
16,0,4,6,6,1,0,1,1,0,0,20,19,4,0,9/14/2020,1,341311,UNC Chatham Hospital,MCRHC
63,5,16,34,43,21,0,2,5,1,1,248,125,11,9,9/26/2020,123,340010,Wayne UNC Health Care,EHPC
,,,,,,,,,,,,,,,8/31/2020,,340113,Atrium Health - Main,MHPC
20,8,23,52,56,17,0,4,0,4,0,309,179,15,4,9/27/2020,130,340131,CarolinaEast Medical Center,EHPC
0,4,14,19,26,0,0,2,4,0,3,261,114,10,7,9/23/2020,147,340027,UNC Lenoir Hospital,EHPC
0,4,4,3,3,2,0,0,0,0,0,27,21,0,0,10/12/2020,6,341315,Cape Fear Valley Bladen Hospital,SHPR
48,3,20,29,36,11,0,2,0,3,1,279,217,17,7,9/13/2020,62,340155,Duke Regional Hospital,DHPC
177,32,123,47,105,15,0,5,2,3,1,914,616,91,58,9/25/2020,298,340047,Wake Forest Baptist MC – Winston Campus,THPC
44,9,121,104,188,36,0,10,70,4,27,871,792,112,84,10/12/2020,79,340113,Atrium Health - Main,MHPC
29,2,5,25,26,3,0,0,1,0,0,114,70,3,1,9/24/2020,44,340158,Novant Health - Brunswick MC,SHPR
0,2,9,3,3,1,0,0,3,0,0,37,17,7,0,9/9/2020,20,341326,Angel Medical Center,MAHPC
88,5,116,156,236,65,0,23,13,4,4,1145,887,111,80,8/26/2020,258,340014,Novant Health - Forsyth MC,THPC
16,20,74,35,57,12,2,3,29,0,0,612,406,54,22,9/14/2020,206,340091,Cone Health Moses H. Cone Memorial Hospital,THPC
65,2,12,14,17,11,0,3,0,0,2,170,143,10,3,9/7/2020,27,340173,Wake Medical Center Cary,CapRAC
29,1,5,26,26,3,0,0,1,0,0,114,73,4,0,10/1/2020,41,340158,Novant Health - Brunswick MC,SHPR
,,,,,,,,,,,,,,,9/5/2020,,340113,Atrium Health - Main,MHPC
11,0,0,2,2,0,0,0,0,0,0,12,3,0,0,9/13/2020,9,341303,FirstHealth Montgomery Memorial Hospital,MCRHC
11,0,0,2,2,0,0,0,0,0,0,12,2,0,0,8/31/2020,10,341303,FirstHealth Montgomery Memorial Hospital,MCRHC
0,0,0,0,0,0,0,0,0,0,0,41,8,0,0,8/30/2020,33,340187,WFBMC- Davie MC,THPC
22,19,56,27,34,15,0,5,11,2,13,173,102,37,7,9/1/2020,71,340090,Johnston UNC Health Care,CapRAC
20,2,16,4,14,29,4,8,0,0,0,138,133,14,10,9/29/2020,5,340126,Wilson Medical Center,EHPC
4,0,8,13,13,20,0,8,22,2,17,105,100,8,0,9/2/2020,5,340008,Scotland Health Care System,MHPC
,,,,,,,,,,,,,,,9/2/2020,,340091,Women's Hospital,THPC
10,1,10,12,12,0,0,0,15,0,9,84,62,9,0,9/11/2020,22,340119,Atrium Health - Stanly,MHPC
7,0,9,9,10,3,0,4,1,3,4,34,34,9,1,9/5/2020,0,340120,Vidant Duplin Hospital,EHPC
2,0,12,24,26,5,0,4,1,0,2,87,52,12,2,8/30/2020,35,340041,UNC- Caldwell Memorial Hospital,THPC
12,0,6,9,12,0,0,4,5,0,2,68,55,6,3,9/19/2020,13,340071,Harnett Health - Betsy Johnson Hospital,CapRAC
,,,,,,,,,,,,,,,8/27/2020,,340014,Novant Health - Forsyth MC,THPC
20,3,16,7,14,19,0,9,0,0,0,138,131,13,7,9/20/2020,7,340126,Wilson Medical Center,EHPC
49,0,8,21,21,7,0,0,3,1,0,264,140,8,0,9/28/2020,124,340183,Novant Health - Huntersville,MHPC
12,4,12,9,11,1,0,0,2,1,0,97,27,8,2,9/21/2020,70,340129,Lake Norman Regional Medical Center,MHPC
281,16,48,116,186,39,1,6,7,7,2,803,640,32,70,8/31/2020,163,340053,Novant Health - Presbyterian,MHPC
12,3,12,11,11,0,1,0,0,0,0,97,55,9,0,10/15/2020,42,340129,Lake Norman Regional Medical Center,MHPC
0,9,17,0,9,0,0,0,0,0,0,112,47,8,9,8/28/2020,65,340096,WFBMC - Lexington MC,THPC
48,0,19,24,36,20,0,4,1,0,3,277,226,19,12,10/14/2020,51,340155,Duke Regional Hospital,DHPC
26,2,10,0,0,0,0,2,4,0,0,110,69,8,0,10/9/2020,41,340109,Sentara Albemarle Medical Center,EHPC
29,3,8,15,15,5,0,1,0,3,0,81,34,5,0,9/19/2020,47,340097,Hugh Chatham Memorial Hospital,THPC
6,0,0,10,10,0,0,0,2,0,0,59,32,0,0,9/29/2020,27,340037,Atrium Health - Kings Mountain,MHPC
57,2,12,9,10,0,0,0,2,0,0,53,44,10,1,9/26/2020,9,340091,Cone Health Annie Penn Hospital,THPC
6,0,0,10,10,0,0,0,0,0,0,59,27,0,0,9/24/2020,32,340037,Atrium Health - Kings Mountain,MHPC
53,4,16,33,43,21,1,5,4,1,3,248,111,12,10,9/12/2020,137,340010,Wayne UNC Health Care,EHPC
23,1,20,9,10,0,0,0,2,0,0,152,121,19,1,9/22/2020,31,340091,Cone Health Wesley Long Hospital,THPC
18,2,6,6,7,5,0,2,1,1,1,18,14,4,1,9/22/2020,4,340133,Martin General Hospital,EHPC
0,0,0,15,15,0,0,0,0,0,0,38,11,0,0,10/5/2020,27,340148,Novant Health - Medical Park Hospital,THPC
24,2,8,28,33,0,0,0,15,0,6,126,83,6,5,9/30/2020,43,340166,Atrium Health - University,MHPC
0,4,4,3,3,2,0,0,1,0,0,27,18,0,0,9/14/2020,9,341315,Cape Fear Valley Bladen Hospital,SHPR
7,0,0,4,4,0,0,0,0,0,0,25,13,0,0,9/19/2020,12,341327,Dosher Memorial Hospital,SHPR
0,0,0,1,1,0,0,0,0,0,0,8,5,0,0,10/15/2020,3,340115,FirstHealth Moore Regional Hospital - Hoke Campus,MCRHC
0,0,10,7,7,0,0,3,1,0,0,78,50,10,0,9/11/2020,28,340003,Northern Regional Hospital,THPC
8,15,74,27,57,10,0,0,34,0,0,620,428,59,30,9/10/2020,192,340091,Cone Health Moses H. Cone Memorial Hospital,THPC
0,0,0,2,2,1,0,0,0,0,0,6,2,0,0,8/30/2020,4,341320,Alleghany Memorial Hospital,THPC
4,6,8,6,6,3,0,1,0,0,0,53,20,2,0,9/7/2020,33,340115,FirstHealth Richmond Memorial Hospital,MCRHC
49,0,8,18,21,2,0,0,2,1,1,264,143,8,3,9/3/2020,121,340183,Novant Health - Huntersville,MHPC
8,5,8,5,5,1,0,1,4,0,2,32,21,3,0,8/29/2020,11,340071,Harnett Health - Central Harnett Hospital,CapRAC
1,0,0,2,2,0,0,0,0,0,0,17,6,0,0,9/26/2020,11,341305,Swain Hospital,MAHPC
0,1,6,2,2,0,0,0,0,0,0,25,11,5,0,9/10/2020,14,341322,St. Lukes Hospital,MAHPC
48,2,19,29,36,11,0,2,0,1,3,281,229,17,7,9/12/2020,52,340155,Duke Regional Hospital,DHPC
4,3,8,6,6,7,0,1,0,1,1,53,35,5,0,10/13/2020,18,340115,FirstHealth Richmond Memorial Hospital,MCRHC
31,5,21,43,45,32,0,9,3,0,10,277,136,16,2,10/2/2020,141,340147,Nash Health Care System,EHPC
27,0,0,13,13,1,0,0,0,0,0,42,27,0,0,10/14/2020,15,340014,Novant Health - Forsyth MC,THPC
29,0,5,25,26,14,0,2,1,2,0,114,87,5,1,10/14/2020,27,340158,Novant Health - Brunswick MC,SHPR
23,2,21,19,22,16,0,8,1,0,0,278,208,19,3,9/17/2020,70,340004,WFBMC- High Point MC,THPC
281,7,48,98,187,23,0,5,11,2,2,827,668,41,89,9/30/2020,159,340053,Novant Health - Presbyterian,MHPC
7,0,0,4,4,0,0,0,1,0,1,18,11,0,0,9/24/2020,7,341307,Pender Memorial Hospital,SHPR
0,0,0,1,1,0,0,0,0,0,0,8,5,0,0,9/7/2020,3,340115,FirstHealth Moore Regional Hospital - Hoke Campus,MCRHC
0,6,14,18,26,0,0,4,4,3,1,261,109,8,8,10/5/2020,152,340027,UNC Lenoir Hospital,EHPC
5,0,0,0,1,0,0,0,0,0,0,12,12,0,1,10/2/2020,0,341314,Washington Regional Medical Center,EHPC
4,4,9,12,12,1,0,0,3,1,1,88,83,5,0,10/14/2020,5,340142,Carteret General Hospital,EHPC
0,0,0,2,2,0,0,0,2,0,1,15,2,0,0,9/1/2020,13,340084,Atrium Health - Anson,MHPC
69,14,64,37,57,39,1,12,41,5,11,503,425,50,20,9/9/2020,78,340001,Atrium Health - Cabarrus,MHPC
7,0,0,4,4,0,0,0,0,0,0,12,2,0,0,8/29/2020,10,341327,Dosher Memorial Hospital,SHPR
18,0,14,32,37,13,0,5,31,1,9,176,111,14,5,10/8/2020,65,340130,Atrium Health - Union,MHPC
30,3,112,135,199,47,0,20,14,4,1,1037,751,109,64,9/13/2020,286,340014,Novant Health - Forsyth MC,THPC
10,0,10,13,16,5,0,0,10,1,2,84,55,10,3,10/8/2020,29,340119,Atrium Health - Stanly,MHPC
,,,,,,,,,,,,,,,9/3/2020,,341305,Swain Hospital,MAHPC
11,8,13,23,25,1,0,0,0,0,0,155,67,5,2,8/27/2020,88,340085,Novant Health - Thomasville MC,THPC
429,20,62,81,120,20,1,7,2,1,17,764,582,42,39,9/12/2020,182,340141,New Hanover Regional MC,SHPR
0,8,17,0,9,0,0,0,0,0,0,112,35,9,9,9/18/2020,77,340096,WFBMC - Lexington MC,THPC
21,0,8,9,9,1,0,6,0,0,0,66,53,8,0,9/22/2020,13,340099,Vidant Roanoke Chowan Hospital,EHPC
35,5,16,21,26,11,1,1,2,0,1,200,167,11,5,8/29/2020,33,340143,Catawba Valley Medical Center,THPC
12,0,6,12,13,2,0,0,1,0,2,60,47,6,1,8/26/2020,13,340068,Columbus Regional Healthcare System,SHPR
69,18,64,41,56,36,1,14,57,6,14,503,375,46,15,9/8/2020,128,340001,Atrium Health - Cabarrus,MHPC
27,0,0,13,13,1,0,0,0,0,0,42,27,0,0,10/3/2020,15,340014,Novant Health - Forsyth MC,THPC
20,10,23,55,56,12,1,1,0,0,0,306,212,13,1,9/6/2020,94,340131,CarolinaEast Medical Center,EHPC
32,38,181,112,134,18,0,11,12,1,18,432,308,143,22,9/21/2020,124,340114,UNC Rex Hospital,MCRHC
63,4,16,32,43,20,0,4,3,2,1,248,122,12,11,9/23/2020,126,340010,Wayne UNC Health Care,EHPC
0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,9/22/2020,1,341323,Cannon Hospital,MAHPC
11,0,0,2,2,0,0,0,0,0,0,12,5,0,0,9/5/2020,7,341303,FirstHealth Montgomery Memorial Hospital,MCRHC
,,,,,,,,,,,,,,,9/1/2020,,341322,St. Lukes Hospital,MAHPC
8,0,0,5,5,1,0,0,1,0,1,17,15,0,0,10/4/2020,2,341324,The Outer Banks Hospital,EHPC
16,6,10,12,12,3,0,2,0,0,3,110,58,4,0,9/14/2020,52,340184,Haywood Hospital,MAHPC
16,12,24,40,45,14,0,0,13,1,3,262,138,12,5,9/8/2020,124,340021,Atrium Health - Cleveland,MHPC
72,0,8,6,6,0,0,1,1,0,0,53,52,8,0,10/1/2020,1,340020,Central Carolina Hospital,CapRAC
29,0,8,15,15,7,0,2,0,1,0,81,66,8,0,9/22/2020,15,340097,Hugh Chatham Memorial Hospital,THPC
18,1,14,24,30,15,3,3,0,1,0,176,126,13,6,9/9/2020,50,340130,Atrium Health - Union,MHPC
10,3,7,17,18,3,0,1,1,1,1,77,42,4,1,9/26/2020,35,340190,Novant Health - Mint Hill,THPC
0,0,0,2,2,0,0,0,1,0,1,32,11,0,0,9/21/2020,21,341329,Blue Ridge Regional Hospital,MAHPC
44,8,14,6,9,7,0,2,0,0,0,161,119,6,3,8/26/2020,42,340151,Vidant - North,EHPC
20,3,16,6,13,29,2,4,0,0,0,138,130,13,7,10/7/2020,8,340126,Wilson Medical Center,EHPC
0,0,0,2,2,0,0,0,0,0,0,6,4,0,0,10/12/2020,2,341320,Alleghany Memorial Hospital,THPC
20,3,12,9,14,10,0,3,0,0,0,94,90,9,5,8/26/2020,4,340126,Wilson Medical Center,EHPC
35,4,16,20,26,7,0,2,5,0,4,200,101,12,6,9/5/2020,99,340143,Catawba Valley Medical Center,THPC
0,24,91,57,91,18,0,5,16,2,24,717,520,67,34,9/19/2020,197,340002,Mission Health Hospital,MAHPC
63,0,0,11,11,1,0,0,0,0,0,25,5,0,0,9/9/2020,20,341325,Ashe Memorial Hospital,THPC
12,3,6,11,12,0,0,1,0,0,0,70,56,3,1,9/2/2020,14,340071,Harnett Health - Betsy Johnson Hospital,CapRAC
0,2,10,7,7,0,0,0,1,0,0,78,38,8,0,9/21/2020,40,340003,Northern Regional Hospital,THPC
277,40,111,69,130,34,0,10,0,5,4,865,818,71,61,10/13/2020,47,340030,Duke University Hospital,DHPC
29,6,66,33,57,13,1,2,30,3,5,599,444,60,24,10/15/2020,155,340091,Cone Health Moses H. Cone Memorial Hospital,THPC
12,0,6,13,13,7,0,1,0,0,0,68,62,6,0,9/20/2020,6,340068,Columbus Regional Healthcare System,SHPR
0,0,0,1,1,0,0,0,0,0,0,8,7,0,0,9/22/2020,1,340115,FirstHealth Moore Regional Hospital - Hoke Campus,MCRHC
10,0,8,9,9,0,0,2,0,0,0,78,68,8,0,10/13/2020,10,340099,Vidant Roanoke Chowan Hospital,EHPC
0,7,17,0,7,0,0,0,2,0,0,112,46,10,7,10/12/2020,66,340096,WFBMC - Lexington MC,THPC
12,2,12,9,11,0,0,3,2,0,0,97,60,10,2,10/9/2020,37,340129,Lake Norman Regional Medical Center,MHPC
56,6,8,9,10,4,0,0,0,0,0,68,18,2,1,10/3/2020,50,340024,Sampson Regional Medical Center,MCRHC
12,0,0,2,2,0,0,0,0,0,0,6,3,0,0,10/13/2020,3,341304,Vidant Bertie Hospital,EHPC
136,12,76,101,123,29,1,9,3,2,5,522,446,64,22,9/25/2020,76,340069,Wake Medical Center,CapRAC
59,3,10,36,40,5,0,0,4,0,2,246,177,7,4,9/3/2020,69,340171,Novant Health - Matthews,MHPC
0,4,4,3,3,2,0,0,0,0,1,27,21,0,0,10/7/2020,6,341315,Cape Fear Valley Bladen Hospital,SHPR
16,0,4,6,6,1,0,1,1,0,1,20,18,4,0,9/13/2020,2,341311,UNC Chatham Hospital,MCRHC
