Number of Additional Surge Beds Being Planned,Empty Adult ICU Beds,Adult ICU Staffed Bed Capacity,Number of Ventilators Available,Number of Ventilators in Hospital,Number of COVID-19 Positive Patients In Hospital,Number of Fatalities related to COVID-19 in past 24 hours,Number of COVID-19 Positive Adults in ICU,Number of ALL Patients Under Investigation for COVID-19 In Hospital,Number of new patients admitted to an inpatient bed who had confirmed COVID-19 at the time of admission in the past 24 hours,Number of new patients admitted to an inpatient bed who had suspected COVID-19 at the time of admission in the past 24 hours,Staffed Inpatient Capacity (all bed types),Inpatient Census (all bed types),Adult ICU Census,Number of Ventilators In Use,Date,Empty Inpatient Beds (all types),cms_number,hospital_name,Coalition
43,5,20,16,22,9,0,3,13,1,2,195,124,15,6,11/21/2020,71,340070,Alamance Regional Medical Center,MCRHC
17,0,6,14,17,24,0,4,0,4,0,62,64,6,3,1/10/2021,-2,340068,Columbus Regional Healthcare System,SHPR
55,5,20,15,22,39,0,2,0,6,0,210,127,15,7,1/21/2021,83,340070,Alamance Regional Medical Center,MCRHC
65,0,12,16,17,9,0,3,0,0,3,170,152,12,1,11/20/2020,18,340173,Wake Medical Center Cary,CapRAC
6,0,0,6,6,8,0,0,2,0,0,59,50,0,0,1/27/2021,9,340037,Atrium Health - Kings Mountain,MHPC
23,0,8,6,9,4,0,2,0,4,0,60,60,8,3,12/15/2020,0,340107,Vidant Edgecombe Hospital,EHPC
44,0,6,1,7,0,0,5,0,0,0,88,70,6,6,1/13/2021,18,340023,Park Ridge Health (Advent Health),MAHPC
0,9,22,48,51,13,1,2,5,0,1,269,169,13,3,11/9/2020,100,340015,Novant Health - Rowan Medical Center,THPC
20,5,16,15,17,20,0,3,0,0,0,138,133,11,2,12/24/2020,5,340126,Wilson Medical Center,EHPC
51,7,69,28,57,46,2,6,47,7,6,528,420,62,29,12/8/2020,108,340091,Cone Health Moses H. Cone Memorial Hospital,THPC
65,3,12,9,10,14,1,2,0,4,0,53,45,9,1,1/27/2021,8,340091,Cone Health Annie Penn Hospital,THPC
18,0,14,27,39,12,0,5,31,1,19,176,134,14,12,11/7/2020,42,340130,Atrium Health - Union,MHPC
10,0,18,29,41,45,0,13,8,0,2,203,132,18,12,12/26/2020,71,340021,Atrium Health - Cleveland,MHPC
54,1,8,3,5,13,1,4,3,0,2,107,106,7,2,1/11/2021,1,340060,UNC Rockingham Hospital,THPC
29,3,5,26,26,12,0,0,2,1,0,114,56,2,0,1/8/2021,58,340158,Novant Health - Brunswick MC,SHPR
18,8,30,45,52,28,1,8,34,0,13,281,243,22,7,11/15/2020,38,340098,Atrium Health - Pineville,MHPC
0,3,14,15,26,2,0,0,0,2,0,261,123,11,11,11/22/2020,138,340027,UNC Lenoir Hospital,EHPC
6,0,0,10,10,0,0,0,4,0,3,59,38,0,0,11/9/2020,21,340037,Atrium Health - Kings Mountain,MHPC
2,1,12,24,26,15,1,6,2,1,2,86,67,11,2,11/4/2020,19,340041,UNC- Caldwell Memorial Hospital,THPC
,,,,,,,,,,,,,,,1/31/2021,,340159,Person Memorial Hospital,DHPC
48,3,16,31,36,39,0,6,0,4,2,287,224,13,5,12/29/2020,63,340155,Duke Regional Hospital,DHPC
48,4,125,110,211,156,2,53,65,9,15,900,769,121,101,1/4/2021,131,340113,Atrium Health - Main,MHPC
0,9,38,21,27,33,0,6,0,1,0,331,307,29,6,11/13/2020,24,340115,FirstHealth Moore Regional Hospital,MCRHC
64,0,15,20,25,22,0,2,0,3,0,180,180,15,5,12/7/2020,0,340073,Duke Raleigh Hospital,DHPC
12,0,6,7,12,20,0,5,7,2,4,68,55,6,5,12/23/2020,13,340071,Harnett Health - Betsy Johnson Hospital,CapRAC
14,0,10,18,18,10,0,3,0,1,0,54,54,10,0,12/9/2020,0,340186,Vidant Beaufort Hospital,EHPC
2,0,12,24,26,15,1,5,3,2,4,86,68,12,2,11/10/2020,18,340041,UNC- Caldwell Memorial Hospital,THPC
0,0,0,2,2,0,0,0,0,0,0,6,4,0,0,11/26/2020,2,341320,Alleghany Memorial Hospital,THPC
0,0,8,7,8,10,0,5,0,4,0,116,57,8,1,12/21/2020,59,340064,WFBMC - Wilkes Regional MC,THPC
16,0,0,3,3,9,1,0,1,0,1,61,39,0,0,1/26/2021,22,340069,Wake Medical Center,CapRAC
14,0,0,6,6,0,0,0,0,0,0,17,9,0,0,12/25/2020,8,341324,The Outer Banks Hospital,EHPC
16,0,12,8,13,35,0,6,0,2,0,106,97,12,5,12/13/2020,9,340008,Scotland Health Care System,MHPC
0,1,27,34,47,122,7,14,0,8,0,406,364,26,13,1/10/2021,42,340032,CaroMont Health,MHPC
0,0,0,2,2,0,0,0,0,0,0,6,2,0,0,12/14/2020,4,341320,Alleghany Memorial Hospital,THPC
177,24,121,53,105,55,0,17,1,10,1,887,583,97,52,12/6/2020,304,340047,Wake Forest Baptist MC – Winston Campus,THPC
,,,,,,,,,,,,,,,11/24/2020,,101,Naval Medical Center Camp Lejeune,SHPR
1,43,176,114,134,66,1,20,5,8,13,485,342,133,20,12/27/2020,143,340114,UNC Rex Hospital,MCRHC
24,0,8,28,29,3,0,0,16,1,4,126,103,8,1,11/13/2020,23,340166,Atrium Health - University,MHPC
29,0,8,12,15,12,0,3,0,2,0,81,60,8,3,11/13/2020,21,340097,Hugh Chatham Memorial Hospital,THPC
18,2,30,38,52,31,0,10,31,1,14,281,223,28,14,11/1/2020,58,340098,Atrium Health - Pineville,MHPC
10,4,6,12,12,0,0,0,0,0,0,85,71,2,0,11/20/2020,14,340142,Carteret General Hospital,EHPC
,,,,,,,,,,,,,,,1/22/2021,,101,Naval Medical Center Camp Lejeune,SHPR
16,0,4,6,6,1,0,0,0,0,1,20,12,4,0,11/1/2020,8,341311,UNC Chatham Hospital,MCRHC
36,0,10,22,22,30,0,6,4,5,3,113,89,10,0,1/7/2021,24,340145,Atrium Health - Lincoln,MHPC
30,4,6,4,4,1,0,0,0,0,0,31,14,2,0,11/19/2020,17,341328,Murphy Medical Center Erlanger Western Carolina Hospital,MAHPC
29,1,5,24,26,13,0,1,2,2,0,114,62,4,2,1/11/2021,52,340158,Novant Health - Brunswick MC,SHPR
10,0,18,34,47,56,0,13,9,4,3,203,141,18,13,1/24/2021,62,340021,Atrium Health - Cleveland,MHPC
18,1,14,26,37,49,0,12,21,4,8,176,126,13,11,12/31/2020,50,340130,Atrium Health - Union,MHPC
0,2,10,7,7,14,0,3,3,2,2,77,58,8,0,11/23/2020,19,340003,Northern Regional Hospital,THPC
0,1,4,4,4,16,0,2,5,1,1,49,24,3,0,1/8/2021,25,340188,Cape Fear Valley Hoke Hospital,MCRHC
11,6,13,20,25,10,0,6,2,1,0,155,68,7,5,11/27/2020,87,340085,Novant Health - Thomasville MC,THPC
9,0,0,3,4,8,0,0,0,0,0,16,14,0,1,1/30/2021,2,341314,Washington Regional Medical Center,EHPC
6,0,6,5,12,20,0,4,0,0,0,70,53,6,7,1/18/2021,17,340071,Harnett Health - Betsy Johnson Hospital,CapRAC
51,0,16,12,21,44,0,9,0,4,0,154,124,16,9,12/22/2020,30,340039,Iredell Health System,THPC
11,5,13,22,25,11,0,4,1,1,0,150,77,8,3,12/6/2020,73,340085,Novant Health - Thomasville MC,THPC
65,0,12,15,17,18,0,4,0,0,4,170,141,12,2,11/27/2020,29,340173,Wake Medical Center Cary,CapRAC
0,0,10,17,17,17,0,4,0,1,0,78,66,10,0,1/29/2021,12,340003,Northern Regional Hospital,THPC
62,3,21,8,10,21,1,3,0,7,0,172,113,18,2,1/28/2021,59,340091,Cone Health Wesley Long Hospital,THPC
7,0,0,4,4,0,0,0,0,0,0,25,13,0,0,11/18/2020,12,341327,Dosher Memorial Hospital,SHPR
16,4,4,6,6,5,0,0,0,0,0,20,13,0,0,1/16/2021,7,341311,UNC Chatham Hospital,MCRHC
14,0,0,6,6,0,0,0,0,0,0,17,11,0,0,12/7/2020,6,341324,The Outer Banks Hospital,EHPC
0,3,9,3,3,6,0,0,1,1,2,37,17,6,0,12/27/2020,20,341326,Angel Medical Center,MAHPC
31,0,4,20,24,16,1,2,0,0,0,115,108,4,4,12/18/2020,7,340014,Novant Health - Forsyth MC,THPC
60,25,120,103,181,38,0,8,0,9,0,888,824,95,78,11/5/2020,64,340040,Vidant Medical Center,EHPC
1,0,0,2,2,0,0,0,0,0,0,17,7,0,0,11/14/2020,10,341305,Swain Hospital,MAHPC
429,25,76,88,120,55,1,15,3,6,18,769,556,51,32,11/29/2020,213,340141,New Hanover Regional MC,SHPR
4,2,8,2,6,14,0,4,0,1,0,53,47,6,4,12/8/2020,6,340115,FirstHealth Richmond Memorial Hospital,MCRHC
10,8,10,10,12,17,1,3,1,2,1,89,72,2,2,1/8/2021,17,340142,Carteret General Hospital,EHPC
0,8,38,18,27,80,0,13,0,18,1,331,302,30,9,12/17/2020,29,340115,FirstHealth Moore Regional Hospital,MCRHC
32,10,21,39,45,27,0,2,2,2,5,277,131,11,6,1/1/2021,146,340147,Nash Health Care System,EHPC
23,1,6,4,4,11,0,5,0,0,0,31,26,5,0,1/8/2021,5,341328,Murphy Medical Center Erlanger Western Carolina Hospital,MAHPC
46,36,136,236,295,55,0,25,2,7,15,817,629,100,59,11/29/2020,188,340061,UNC Medical Center,MCRHC
0,0,0,0,0,0,0,0,0,0,0,47,20,0,0,12/4/2020,27,340187,WFBMC- Davie MC,THPC
0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,11/12/2020,0,341316,Highlands Cashiers Hospital,MAHPC
65,2,12,17,17,6,0,0,0,0,1,170,149,10,0,11/5/2020,21,340173,Wake Medical Center Cary,CapRAC
13,12,20,28,29,6,0,1,29,0,7,219,117,8,1,11/14/2020,102,340113,Atrium Health - Main,MHPC
22,13,59,21,34,40,1,11,0,6,18,177,122,46,13,12/11/2020,55,340090,Johnston UNC Health Care,CapRAC
16,0,0,3,3,7,0,0,0,0,1,61,50,0,0,12/25/2020,11,340069,Wake Medical Center,CapRAC
7,0,9,8,10,15,1,5,0,4,0,34,34,9,2,1/7/2021,0,340120,Vidant Duplin Hospital,EHPC
20,2,16,11,17,23,0,4,0,0,0,138,132,14,6,1/23/2021,6,340126,Wilson Medical Center,EHPC
0,0,0,1,1,0,0,0,0,0,0,8,5,0,0,11/25/2020,3,340115,FirstHealth Moore Regional Hospital - Hoke Campus,MCRHC
13,11,20,29,34,18,0,3,17,0,10,232,157,9,5,12/21/2020,75,340113,Atrium Health - Main,MHPC
5,1,9,7,12,0,0,6,0,0,0,95,63,8,5,1/15/2021,32,340016,Harris Hosptial,MAHPC
0,9,38,14,27,71,1,11,1,4,0,331,288,29,13,1/25/2021,43,340115,FirstHealth Moore Regional Hospital,MCRHC
16,2,10,7,12,16,0,7,0,1,0,110,67,8,5,1/12/2021,43,340184,Haywood Hospital,MAHPC
7,1,9,9,10,7,0,3,1,3,1,34,31,8,1,11/24/2020,3,340120,Vidant Duplin Hospital,EHPC
5,2,3,11,11,0,0,0,0,0,0,58,39,1,0,11/2/2020,19,340123,Randolph Hospital,THPC
29,0,6,17,17,11,0,2,0,1,0,62,51,6,0,12/21/2020,11,340068,Columbus Regional Healthcare System,SHPR
48,3,20,28,36,33,1,5,0,3,3,277,222,17,8,12/22/2020,55,340155,Duke Regional Hospital,DHPC
35,0,16,11,29,73,1,18,1,11,0,200,139,16,18,1/3/2021,61,340143,Catawba Valley Medical Center,THPC
44,8,14,7,9,28,0,3,0,4,0,163,97,6,2,1/10/2021,66,340151,Vidant - North,EHPC
29,0,5,25,26,10,0,2,4,1,0,114,55,5,1,12/27/2020,59,340158,Novant Health - Brunswick MC,SHPR
14,0,10,17,18,24,1,7,0,0,0,54,54,10,1,1/10/2021,0,340186,Vidant Beaufort Hospital,EHPC
10,2,18,36,41,37,1,6,25,1,8,203,152,16,5,12/12/2020,51,340021,Atrium Health - Cleveland,MHPC
0,1,8,3,8,9,0,2,0,0,0,120,53,7,5,11/18/2020,67,340064,WFBMC - Wilkes Regional MC,THPC
14,1,10,16,18,7,0,3,0,2,0,54,44,9,2,11/19/2020,10,340186,Vidant Beaufort Hospital,EHPC
0,9,10,8,9,6,0,1,6,0,6,125,39,1,1,11/27/2020,86,340013,Rutherford Regional Hospital,MAHPC
0,0,0,15,15,0,0,0,0,0,0,38,23,0,0,1/26/2021,15,340148,Novant Health - Medical Park Hospital,THPC
11,0,0,2,2,0,0,0,0,0,1,12,2,0,0,1/28/2021,10,341303,FirstHealth Montgomery Memorial Hospital,MCRHC
0,0,0,1,1,0,0,0,0,0,0,8,3,0,0,11/14/2020,5,340115,FirstHealth Moore Regional Hospital - Hoke Campus,MCRHC
177,11,120,59,127,80,1,26,5,9,0,809,635,109,68,1/23/2021,174,340047,Wake Forest Baptist MC – Winston Campus,THPC
0,4,4,3,3,0,0,0,0,0,0,27,20,0,0,11/14/2020,7,341315,Cape Fear Valley Bladen Hospital,SHPR
18,1,30,39,52,33,0,8,43,2,13,281,243,29,13,11/3/2020,38,340098,Atrium Health - Pineville,MHPC
12,0,6,6,12,24,0,5,8,5,6,68,54,6,6,12/22/2020,14,340071,Harnett Health - Betsy Johnson Hospital,CapRAC
0,0,0,2,2,5,0,0,1,2,3,32,8,0,0,1/29/2021,24,341329,Blue Ridge Regional Hospital,MAHPC
0,0,8,0,8,13,0,4,0,5,0,119,53,8,8,1/23/2021,66,340064,WFBMC - Wilkes Regional MC,THPC
20,3,6,3,4,4,0,0,3,1,0,18,15,3,1,12/5/2020,3,340159,Person Memorial Hospital,DHPC
0,0,1,3,4,1,0,0,3,1,2,25,15,1,1,11/25/2020,10,340087,McDowell Hospital,MAHPC
41,16,22,35,37,5,0,1,2,0,0,147,64,6,2,11/15/2020,83,340017,Pardee Hospital,MAHPC
72,0,8,4,6,4,0,0,0,0,0,53,53,8,2,11/25/2020,0,340020,Central Carolina Hospital,CapRAC
10,3,18,32,42,25,1,5,15,3,5,203,138,15,10,11/4/2020,65,340021,Atrium Health - Cleveland,MHPC
30,1,8,7,12,19,0,3,0,4,0,77,53,7,5,1/20/2021,24,340132,Maria Parham Medical Center,DHPC
16,0,0,3,3,3,0,0,4,0,3,61,34,0,0,1/30/2021,27,340069,Wake Medical Center,CapRAC
136,1,76,77,123,117,1,34,4,3,11,588,530,75,46,1/6/2021,58,340069,Wake Medical Center,CapRAC
49,0,0,5,5,1,0,0,0,1,0,27,13,0,0,11/18/2020,14,341325,Ashe Memorial Hospital,THPC
57,6,12,10,10,9,0,0,9,1,3,53,36,6,0,12/7/2020,17,340091,Cone Health Annie Penn Hospital,THPC
0,8,38,16,27,83,2,10,3,9,1,331,305,30,11,1/6/2021,26,340115,FirstHealth Moore Regional Hospital,MCRHC
14,0,10,15,18,2,0,1,0,0,0,54,35,10,3,11/8/2020,19,340186,Vidant Beaufort Hospital,EHPC
0,0,8,6,8,13,1,5,0,2,0,115,51,8,2,1/20/2021,64,340064,WFBMC - Wilkes Regional MC,THPC
18,0,14,26,44,60,0,18,23,6,7,176,151,14,18,1/13/2021,25,340130,Atrium Health - Union,MHPC
16,2,10,5,12,17,0,7,0,0,0,110,67,8,7,1/15/2021,43,340184,Haywood Hospital,MAHPC
18,0,14,34,38,36,1,9,24,0,13,176,140,14,4,12/7/2020,36,340130,Atrium Health - Union,MHPC
12,7,27,28,47,66,1,9,2,8,2,406,337,20,19,11/25/2020,69,340032,CaroMont Health,MHPC
0,12,38,17,27,83,2,12,3,7,0,331,272,26,10,12/27/2020,59,340115,FirstHealth Moore Regional Hospital,MCRHC
56,2,8,10,10,11,0,4,1,0,0,67,32,6,0,12/16/2020,35,340024,Sampson Regional Medical Center,MCRHC
10,3,6,8,8,0,0,0,0,0,0,48,33,3,0,11/1/2020,15,340127,Granville Health System,DHPC
0,2,6,3,3,4,0,4,0,1,0,19,13,4,0,1/13/2021,6,341322,St. Lukes Hospital,MAHPC
1,0,0,2,2,0,0,0,0,0,0,17,8,0,0,1/23/2021,9,341305,Swain Hospital,MAHPC
57,2,12,7,10,1,0,0,8,0,0,53,48,10,3,11/12/2020,5,340091,Cone Health Annie Penn Hospital,THPC
16,0,0,3,3,1,0,0,0,0,1,55,25,0,0,11/8/2020,30,340069,Wake Medical Center,CapRAC
0,2,9,3,3,2,0,0,1,0,2,37,14,7,0,11/11/2020,23,341326,Angel Medical Center,MAHPC
25,0,8,14,14,0,0,3,1,0,0,88,62,8,0,11/12/2020,26,340144,Davis Regional MC,THPC
0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,12/31/2020,0,341316,Highlands Cashiers Hospital,MAHPC
10,1,18,33,41,37,1,7,30,3,3,203,148,17,8,12/13/2020,55,340021,Atrium Health - Cleveland,MHPC
5,0,0,0,1,0,0,0,0,0,0,12,9,0,1,11/11/2020,3,341314,Washington Regional Medical Center,EHPC
25,0,8,14,14,6,0,4,1,2,0,88,51,8,0,12/19/2020,37,340144,Davis Regional MC,THPC
0,0,0,2,2,0,0,0,0,0,0,6,6,0,0,12/8/2020,0,341320,Alleghany Memorial Hospital,THPC
,,,,,,,,,,,,,,,11/21/2020,,101,Naval Medical Center Camp Lejeune,SHPR
36,0,10,22,26,31,0,6,4,5,1,113,77,10,4,1/26/2021,36,340145,Atrium Health - Lincoln,MHPC
20,2,23,46,56,49,2,6,0,7,0,309,255,21,10,1/24/2021,54,340131,CarolinaEast Medical Center,EHPC
,,,,,,,,,,,,,,,11/7/2020,,100,Durham VA,DHPC
69,15,64,46,68,63,1,12,50,3,13,503,374,49,22,12/11/2020,129,340001,Atrium Health - Cabarrus,MHPC
10,1,18,32,43,19,2,4,22,3,9,203,127,17,11,11/10/2020,76,340021,Atrium Health - Cleveland,MHPC
51,0,16,11,21,49,0,10,0,11,0,154,130,16,10,12/9/2020,24,340039,Iredell Health System,THPC
14,0,8,18,18,19,1,3,0,4,0,52,52,8,0,1/5/2021,0,340186,Vidant Beaufort Hospital,EHPC
0,1,22,37,51,63,2,4,4,10,1,269,173,21,14,1/17/2021,96,340015,Novant Health - Rowan Medical Center,THPC
51,1,16,9,21,43,0,11,0,5,0,154,123,15,12,12/3/2020,31,340039,Iredell Health System,THPC
16,0,11,4,13,40,1,6,0,11,0,103,92,11,9,1/26/2021,11,340008,Scotland Health Care System,MHPC
53,8,17,36,43,43,1,1,0,6,9,260,145,9,7,12/3/2020,115,340010,Wayne UNC Health Care,EHPC
10,0,10,16,21,14,2,7,6,2,4,84,50,10,5,1/27/2021,34,340119,Atrium Health - Stanly,MHPC
3,5,27,25,47,92,3,7,1,15,2,406,362,22,22,12/11/2020,44,340032,CaroMont Health,MHPC
44,11,121,122,212,92,1,25,56,3,30,871,802,110,90,12/6/2020,69,340113,Atrium Health - Main,MHPC
53,6,17,33,43,36,2,1,8,2,7,260,127,11,10,12/13/2020,133,340010,Wayne UNC Health Care,EHPC
14,0,0,6,6,2,0,0,0,0,0,17,10,0,0,12/26/2020,7,341324,The Outer Banks Hospital,EHPC
11,0,0,2,2,0,0,0,0,0,0,12,6,0,0,12/16/2020,6,341303,FirstHealth Montgomery Memorial Hospital,MCRHC
32,9,21,41,45,26,0,4,1,4,10,277,115,12,4,11/27/2020,162,340147,Nash Health Care System,EHPC
30,11,106,149,230,167,4,44,23,27,0,982,683,95,81,12/25/2020,299,340014,Novant Health - Forsyth MC,THPC
18,0,8,25,36,39,1,4,13,6,3,134,99,8,11,1/20/2021,35,340166,Atrium Health - University,MHPC
49,0,8,20,22,27,0,4,1,3,1,264,157,8,2,12/19/2020,107,340183,Novant Health - Huntersville,MHPC
0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,11/27/2020,0,341316,Highlands Cashiers Hospital,MAHPC
0,0,0,1,1,0,0,0,0,0,0,14,11,0,0,11/15/2020,3,341317,LifeBright Community Hospital of Stokes,THPC
29,4,5,26,26,6,1,1,0,0,0,114,67,1,0,11/2/2020,47,340158,Novant Health - Brunswick MC,SHPR
4,1,8,3,6,19,0,5,0,0,0,53,32,7,3,1/11/2021,21,340115,FirstHealth Richmond Memorial Hospital,MCRHC
7,0,0,4,4,0,0,0,0,0,0,25,7,0,0,11/30/2020,18,341327,Dosher Memorial Hospital,SHPR
44,11,121,125,213,87,1,24,52,6,31,871,832,110,88,12/8/2020,39,340113,Atrium Health - Main,MHPC
16,0,0,3,3,5,1,0,0,1,1,55,39,0,0,12/2/2020,16,340069,Wake Medical Center,CapRAC
18,0,8,25,35,48,1,7,18,6,4,134,84,8,10,1/17/2021,50,340166,Atrium Health - University,MHPC
7,0,0,4,4,1,0,0,0,0,0,18,12,0,0,1/26/2021,6,341307,Pender Memorial Hospital,SHPR
25,0,8,14,14,7,0,7,1,3,1,88,53,8,0,1/1/2021,35,340144,Davis Regional MC,THPC
0,0,0,0,0,0,0,0,0,0,0,50,23,0,0,1/29/2021,27,340187,WFBMC- Davie MC,THPC
69,11,64,39,66,113,1,23,24,16,5,503,374,53,27,1/10/2021,129,340001,Atrium Health - Cabarrus,MHPC
281,9,69,103,189,64,1,7,8,9,1,864,718,60,86,1/27/2021,146,340053,Novant Health - Presbyterian,MHPC
0,0,0,15,15,0,0,0,0,0,0,38,21,0,0,1/15/2021,17,340148,Novant Health - Medical Park Hospital,THPC
18,1,14,24,36,51,1,10,30,9,12,176,140,13,12,12/30/2020,36,340130,Atrium Health - Union,MHPC
190,0,74,32,57,72,1,14,43,7,4,537,537,74,25,12/27/2020,0,340091,Cone Health Moses H. Cone Memorial Hospital,THPC
136,9,76,79,123,116,0,28,3,2,9,588,503,67,44,1/13/2021,85,340069,Wake Medical Center,CapRAC
0,8,18,0,8,2,0,0,2,1,0,113,43,10,8,11/3/2020,70,340096,WFBMC - Lexington MC,THPC
0,5,33,23,47,101,2,8,0,5,0,412,308,28,24,1/23/2021,104,340032,CaroMont Health,MHPC
4,2,27,22,47,105,0,7,0,15,2,406,379,25,25,12/15/2020,27,340032,CaroMont Health,MHPC
10,1,7,18,18,11,0,0,2,4,0,77,37,6,0,12/3/2020,40,340190,Novant Health - Mint Hill,THPC
18,1,14,32,46,57,1,13,15,8,4,176,134,13,14,1/23/2021,42,340130,Atrium Health - Union,MHPC
20,4,16,14,17,34,1,10,0,0,0,138,132,12,3,12/28/2020,6,340126,Wilson Medical Center,EHPC
10,4,10,15,16,3,0,2,17,0,5,84,32,6,1,11/16/2020,52,340119,Atrium Health - Stanly,MHPC
8,0,10,4,9,0,1,4,0,0,0,90,81,10,5,1/25/2021,9,340099,Vidant Roanoke Chowan Hospital,EHPC
7,0,0,0,0,0,0,0,0,0,0,18,14,0,0,11/1/2020,4,341307,Pender Memorial Hospital,SHPR
12,0,4,4,4,6,0,1,0,2,0,29,22,4,0,12/12/2020,7,341318,Vidant Chowan Hospital,EHPC
46,17,135,221,295,93,0,29,1,15,26,820,691,118,74,1/8/2021,129,340061,UNC Medical Center,MCRHC
281,4,69,105,189,84,1,14,9,8,0,864,675,65,84,12/31/2020,189,340053,Novant Health - Presbyterian,MHPC
143,10,65,28,57,83,1,10,9,7,24,634,484,55,29,1/31/2021,150,340028,Cape Fear Valley Medical Center,MCRHC
10,0,10,16,22,17,0,8,10,2,4,84,49,10,6,1/31/2021,35,340119,Atrium Health - Stanly,MHPC
0,16,91,41,91,40,0,10,19,2,11,717,586,75,50,11/6/2020,131,340002,Mission Health Hospital,MAHPC
30,2,8,7,12,6,0,0,0,0,0,77,56,6,5,11/1/2020,21,340132,Maria Parham Medical Center,DHPC
0,0,0,1,1,0,0,0,0,0,0,14,4,0,0,11/21/2020,10,341317,LifeBright Community Hospital of Stokes,THPC
14,1,8,15,18,18,0,4,0,5,0,52,50,7,3,12/30/2020,2,340186,Vidant Beaufort Hospital,EHPC
281,8,48,90,189,43,1,8,9,3,1,795,634,40,99,11/25/2020,161,340053,Novant Health - Presbyterian,MHPC
0,2,14,20,26,1,2,0,1,1,1,261,126,12,6,11/11/2020,135,340027,UNC Lenoir Hospital,EHPC
58,-4,19,10,15,23,0,23,0,5,0,79,53,23,5,12/29/2020,26,340075,Carolinas HealthCare System Blue Ridge Morganton,MHPC
23,0,23,19,25,52,0,15,0,0,0,219,173,23,6,1/11/2021,46,340004,WFBMC- High Point MC,THPC
10,0,18,31,40,45,0,12,16,3,5,203,167,18,9,1/7/2021,36,340021,Atrium Health - Cleveland,MHPC
29,0,6,16,17,8,0,4,4,0,1,62,39,6,1,11/30/2020,23,340068,Columbus Regional Healthcare System,SHPR
0,0,0,2,2,0,0,0,0,0,0,6,2,0,0,12/23/2020,4,341320,Alleghany Memorial Hospital,THPC
0,2,22,37,51,52,2,5,3,8,1,269,191,20,14,1/26/2021,78,340015,Novant Health - Rowan Medical Center,THPC
22,20,59,25,34,23,0,6,2,2,8,177,121,39,9,11/29/2020,56,340090,Johnston UNC Health Care,CapRAC
54,2,8,5,5,1,0,0,0,1,0,107,105,6,0,11/5/2020,2,340060,UNC Rockingham Hospital,THPC
16,0,8,9,13,26,1,3,0,8,0,104,85,8,4,11/27/2020,19,340008,Scotland Health Care System,MHPC
16,3,8,11,13,27,0,5,0,1,0,104,91,5,2,12/16/2020,13,340008,Scotland Health Care System,MHPC
18,5,6,5,7,0,0,0,1,2,1,18,7,1,2,11/21/2020,11,340133,Martin General Hospital,EHPC
1,2,20,20,22,23,0,3,11,7,0,181,131,18,2,12/12/2020,50,340070,Alamance Regional Medical Center,MCRHC
0,1,14,26,41,25,0,0,0,1,0,261,112,13,15,1/4/2021,149,340027,UNC Lenoir Hospital,EHPC
72,0,8,5,6,6,0,1,0,0,0,53,52,8,1,11/12/2020,1,340020,Central Carolina Hospital,CapRAC
4,3,8,5,6,2,1,1,0,0,0,53,19,5,1,11/27/2020,34,340115,FirstHealth Richmond Memorial Hospital,MCRHC
0,2,9,3,3,3,0,0,1,0,0,37,16,7,0,12/7/2020,21,341326,Angel Medical Center,MAHPC
23,0,8,6,9,1,0,2,0,1,0,60,60,8,3,1/26/2021,0,340107,Vidant Edgecombe Hospital,EHPC
0,0,0,1,1,0,0,0,0,0,0,8,8,0,0,1/11/2021,0,340115,FirstHealth Moore Regional Hospital - Hoke Campus,MCRHC
0,5,10,5,9,20,2,4,5,1,5,125,50,5,4,12/22/2020,75,340013,Rutherford Regional Hospital,MAHPC
11,8,13,24,25,5,0,0,1,1,0,155,75,5,1,11/1/2020,80,340085,Novant Health - Thomasville MC,THPC
5,0,0,2,1,0,0,0,0,1,0,12,8,0,-1,12/8/2020,4,341314,Washington Regional Medical Center,EHPC
0,4,10,9,13,19,0,7,0,5,0,96,82,6,4,1/27/2021,14,340051,Watauga Medical Center,THPC
0,5,10,5,9,23,0,4,4,3,4,125,55,5,4,12/21/2020,70,340013,Rutherford Regional Hospital,MAHPC
46,32,136,235,295,49,0,25,5,3,12,820,617,104,60,11/28/2020,203,340061,UNC Medical Center,MCRHC
49,0,8,17,22,11,0,2,1,0,0,264,151,8,5,12/2/2020,113,340183,Novant Health - Huntersville,MHPC
0,0,8,4,8,13,0,4,1,4,0,115,56,8,4,1/7/2021,59,340064,WFBMC - Wilkes Regional MC,THPC
7,0,0,4,4,1,0,0,0,0,0,18,14,0,0,1/27/2021,4,341307,Pender Memorial Hospital,SHPR
27,0,0,13,13,1,0,0,0,0,0,42,37,0,0,1/16/2021,5,340014,Novant Health - Forsyth MC,THPC
14,0,0,5,5,2,0,0,4,0,0,17,7,0,0,11/21/2020,10,341324,The Outer Banks Hospital,EHPC
0,2,9,3,3,11,1,3,4,5,5,30,23,7,0,1/16/2021,7,341319,Transylvania Regional Hospital,MAHPC
21,0,12,20,26,27,0,9,0,3,5,127,71,12,6,1/27/2021,56,340041,UNC- Caldwell Memorial Hospital,THPC
21,18,72,37,57,22,1,2,36,4,4,607,427,54,20,11/15/2020,180,340091,Cone Health Moses H. Cone Memorial Hospital,THPC
